company_group,related_companies,index,question,current_answer,source_files,source_confidence,answer_status,human_answer,human_review,human_sorce_files
株式会社青嶺不動産アセットマネジメント,,11,青嶺不動産アセットマネジメントの報告資料の中で、太字、下線、イタリックのすべてに該当する箇所を抽出してください。,該当箇所はありません,share/共有ドライブ/プロジェクト/株式会社青嶺不動産アセットマネジメント/05.会議/報告資料/報告資料_2025-08-26.pdf | share/共有ドライブ/プロジェクト/株式会社青嶺不動産アセットマネジメント/05.会議/報告資料/報告資料_2025-08-06.pdf | share/共有ドライブ/プロジェクト/株式会社青嶺不動産アセットマネジメント/06.報告書/株式会社青嶺不動産アセットマネジメント_最終報告.pptx | share/共有ドライブ/プロジェクト/株式会社青嶺不動産アセットマネジメント/00.提案/提案書.pptx | share/共有ドライブ/プロジェクト/株式会社青嶺不動産アセットマネジメント/00.提案/old/提案書.pptx,low,answered,,,
株式会社青嶺不動産アセットマネジメント,,19,青嶺不動産アセットマネジメントのスケジュール_r2.xlsxにおいて、2025-08-11から2025-09-09の間に開始日または終了日が設定されているタスクIDをすべて挙げてください。,T04 T05 T06 T07 T08,share/共有ドライブ/プロジェクト/株式会社青嶺不動産アセットマネジメント/02.計画/スケジュール_r2.xlsx,medium,answered,"T04, T05, T06, T07, T08, T09, T10, T11, T12, T13, T14, T15, T16, T17",不正解,
株式会社青嶺不動産アセットマネジメント,,24,分析データの中で、1つでも欠損値がある行数が最も多い案件を、主略称で答えてください。,AOMINE,data/raw/share/share/共有ドライブ/プロジェクト/株式会社青嶺不動産アセットマネジメント/03.データ/train.csv,medium,answered,,,
株式会社青嶺不動産アセットマネジメント,株式会社青潮モビリティサービス / 青葉与信マネジメント株式会社,31,固定金額契約の中で、分析データ1行あたりの契約金額（税込）が最も高い案件を、主略称と1行あたりの金額で答えてください。1行あたりの金額は円単位で切り上げてください。,"白峰信用リスク評価 7,480,000",data/processed/share/share/共有ドライブ/プロジェクト/株式会社青嶺不動産アセットマネジメント/06.報告書/株式会社青嶺不動産アセットマネジメント_最終報告.pptx.md | data/processed/share/share/共有ドライブ/プロジェクト/株式会社青潮モビリティサービス/00.提案/提案書.pptx.md | data/processed/share/share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/00.提案/提案書_v1.pptx.structure.json,medium,answered,,,
株式会社青嶺不動産アセットマネジメント,,32,青嶺不動産アセットマネジメントの分析出力 metrics.json の feature_selection.selected_columns に含まれている列のうち、分析コードで生成された数値交互作用特徴量の列名をすべて答えてください。,BOROUGH__x__BLOCK、BOROUGH__x__LOT、BOROUGH__x__ZIP CODE、BLOCK__x__LOT、BLOCK__x__ZIP CODE、LOT__x__ZIP CODE,data/raw/share/share/共有ドライブ/プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_outputs/metrics.json | data/processed/share/share/共有ドライブ/プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/README.md | data/processed/share/share/共有ドライブ/プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/data/train.csv.md | data/processed/share/share/共有ドライブ/プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/data/カラム説明.md | data/processed/share/share/共有ドライブ/プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/notebooks/01_eda.ipynb.md | data/processed/share/share/共有ドライブ/プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/scripts/bootstrap_env.py.md,medium,answered,,,
株式会社青嶺不動産アセットマネジメント,,47,青嶺不動産アセットマネジメントのtrain.xlsxにおいて、黄色ハイライトセルは予測と実際の誤差を計算していますが、その予測値の対象となっている不動産の建設年を算出してください。,2025年,share/共有ドライブ/プロジェクト/株式会社青嶺不動産アセットマネジメント/06.報告書/株式会社青嶺不動産アセットマネジメント_最終報告.pptx | share/共有ドライブ/プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/scripts/run_train.py | share/共有ドライブ/プロジェクト/株式会社青嶺不動産アセットマネジメント/03.データ/train.xlsx | share/共有ドライブ/プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/src/__init__.py,low,answered,,,
株式会社青嶺不動産アセットマネジメント,,48,青嶺不動産アセットマネジメントのニューヨーク不動産市場の最新動向調査.pdfにおいて、提案されているマンション税の新税率のうち、現行税率からの絶対値の増加が最も小さい価格帯はどこですか。,100万ドル超 - 500万ドル以下,share/共有ドライブ/プロジェクト/株式会社青嶺不動産アセットマネジメント/00.提案/ニューヨーク不動産市場の最新動向調査.pdf,medium,answered,,,
株式会社青嶺不動産アセットマネジメント,,71,青嶺不動産アセットマネジメントの会議録の中で、太字、下線、イタリックのすべてに該当する箇所を抽出してください。,"4,250,000円",data/processed/share/share/共有ドライブ/プロジェクト/株式会社青嶺不動産アセットマネジメント/05.会議/会議録/会議録_2025-08-06.docx.structure.json | data/processed/share/share/共有ドライブ/プロジェクト/株式会社青嶺不動産アセットマネジメント/05.会議/会議録/会議録_2025-08-26.docx.structure.json | data/processed/share/share/共有ドライブ/プロジェクト/株式会社青嶺不動産アセットマネジメント/05.会議/会議録/会議録_2025-09-16.docx.structure.json,medium,answered,,,
株式会社青嶺不動産アセットマネジメント,,95,青嶺不動産アセットマネジメントのスケジュール_r1.xlsxとスケジュール_r2.xlsxを比較したとき、未着手から完了への変更を除いて、案件遂行に関連する変更点を挙げてください。,T15「モデル評価・重要特徴量整理」の担当者が、渡辺 遥から渡辺 遥 / 小林 直樹に変更された。,data/processed/share/share/共有ドライブ/プロジェクト/株式会社青嶺不動産アセットマネジメント/02.計画/スケジュール_r1.xlsx.sheets/スケジュール.csv | data/processed/share/share/共有ドライブ/プロジェクト/株式会社青嶺不動産アセットマネジメント/02.計画/スケジュール_r2.xlsx.sheets/スケジュール.csv,medium,answered,,,
株式会社青嶺不動産アセットマネジメント,株式会社東都人材プラットフォーム / 医療法人社団 恒一会 かえで総合病院,98,TM案件において、RATEが変更されたのは何年何月1日からと想定されますか。,o 契約開始日: 2025-08-06(適用開始),share/共有ドライブ/プロジェクト/株式会社青嶺不動産アセットマネジメント/05.会議/報告資料/報告資料_2025-08-06.pdf | share/共有ドライブ/プロジェクト/株式会社東都人材プラットフォーム/00.提案/データサイエンティスト調査.docx | share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/05.会議/報告資料/報告資料_2025-09-02.docx | share/共有ドライブ/プロジェクト/株式会社青嶺不動産アセットマネジメント/00.提案/ニューヨーク不動産市場の最新動向調査.pdf,low,answered,,,
株式会社青潮モビリティサービス,,5,青潮モビリティサービスの最終報告にて最良モデルとしているモデルのパラメータであるmax_depthはいくらに設定されていますか。,max_depthは5に設定されています,share/共有ドライブ/プロジェクト/株式会社青潮モビリティサービス/06.報告書/株式会社青潮モビリティサービス_最終報告.pdf | share/共有ドライブ/プロジェクト/株式会社青潮モビリティサービス/05.会議/会議録/会議録_2025-08-26.docx,low,answered,,,
株式会社青潮モビリティサービス,,7,青潮モビリティサービスの基礎分析.pptxにおいて、黄色ハイライトされている数値に対応するデータの抽出条件と集計内容を答えてください。,"行ラベル(0,1,2...)でグループ化し、各列(平均 / temp, 平均 / atemp, 平均 / hum, 平均 / windspeed, 平均 / cnt)の平均値を算出する。",share/共有ドライブ/プロジェクト/株式会社青潮モビリティサービス/05.会議/報告資料/基礎分析.pptx | share/共有ドライブ/プロジェクト/株式会社青潮モビリティサービス/05.会議/報告資料/基礎分析.docx | share/共有ドライブ/プロジェクト/株式会社青潮モビリティサービス/06.報告書/株式会社青潮モビリティサービス_最終報告.pdf,low,answered,,,
株式会社青潮モビリティサービス,,33,青潮モビリティサービスの基礎分析.docxのグラフ2で、x=3のときの青色の折れ線のyの値を小数第5位で答えてください。,137.64768,data/raw/share/share/共有ドライブ/プロジェクト/株式会社青潮モビリティサービス/05.会議/報告資料/基礎分析.docx,medium,answered,,,
株式会社青潮モビリティサービス,,39,青潮モビリティサービスのtrain.xlsxのSheet1にあるグラフ1はどのカラムを可視化したものですか。,Sheet1にはグラフが存在しないため、可視化されたカラムはありません,share/共有ドライブ/プロジェクト/株式会社青潮モビリティサービス/03.データ/train.xlsx | share/共有ドライブ/プロジェクト/株式会社青潮モビリティサービス/04.分析/analysis_project/data/カラム説明.md | share/共有ドライブ/プロジェクト/株式会社青潮モビリティサービス/03.データ/カラム説明.md | share/共有ドライブ/プロジェクト/株式会社青潮モビリティサービス/06.報告書/株式会社青潮モビリティサービス_最終報告.pdf,low,answered,hum,不正解,
株式会社青潮モビリティサービス,,54,青潮モビリティサービスの基礎分析.docxのグラフ1で、x=3のときのyの値を小数第5位で答えてください。,13.00000,share/共有ドライブ/プロジェクト/株式会社青潮モビリティサービス/05.会議/報告資料/基礎分析.docx | share/共有ドライブ/プロジェクト/株式会社青潮モビリティサービス/05.会議/報告資料/基礎分析.pptx | share/共有ドライブ/プロジェクト/株式会社青潮モビリティサービス/06.報告書/株式会社青潮モビリティサービス_最終報告.pdf,low,answered,,,
株式会社青潮モビリティサービス,,64,青潮モビリティサービスの最終報告PDFにおいて、将来のフェーズAとフェーズBを実施した場合の想定工数は合計で何時間ですか。,0,share/共有ドライブ/プロジェクト/株式会社青潮モビリティサービス/05.会議/会議録/会議録_2025-08-26.docx | share/共有ドライブ/プロジェクト/株式会社青潮モビリティサービス/06.報告書/株式会社青潮モビリティサービス_最終報告.pdf | share/共有ドライブ/プロジェクト/株式会社青潮モビリティサービス/05.会議/報告資料/報告資料_2025-08-06.docx | share/共有ドライブ/プロジェクト/株式会社青潮モビリティサービス/05.会議/報告資料/報告資料_2025-07-23.docx,low,answered,,,
株式会社青潮モビリティサービス,,90,青潮モビリティサービスのスケジュール.xlsxにおいて、バッファとして使用した工数の合計は何時間ですか。,14時間,share/共有ドライブ/プロジェクト/株式会社青潮モビリティサービス/02.計画/スケジュール.xlsx | share/共有ドライブ/プロジェクト/株式会社青潮モビリティサービス/06.報告書/株式会社青潮モビリティサービス_最終報告.pdf | share/共有ドライブ/プロジェクト/株式会社青潮モビリティサービス/05.会議/報告資料/報告資料_2025-07-23.docx,low,answered,,,
株式会社青葉バイオメディカル機器,,21,青葉バイオメディカル機器のクライアントの主担当者の役職は何ですか。,エグゼクティブスポンサーです,share/共有ドライブ/プロジェクト/株式会社青葉バイオメディカル機器/01.契約/契約書_draft.docx,medium,answered,,,
株式会社青葉バイオメディカル機器,株式会社青潮モビリティサービス / 医療法人社団 恒一会 かえで総合病院,26,2025-08-15 から 2025-09-07 の間に契約期間が重なっている案件の中で、契約期間が 40日 を超えている案件を、主略称ですべて挙げてください。,株式会社青嶺不動産アセットマネジメント,data/processed/share/share/共有ドライブ/プロジェクト/株式会社青葉バイオメディカル機器/05.会議/会議録/会議録_2025-07-11.docx.md | data/processed/share/share/共有ドライブ/プロジェクト/株式会社青潮モビリティサービス/00.提案/提案書.pptx.md | data/processed/share/share/共有ドライブ/社内管理/社内用語集.docx.structure.json | data/processed/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/01.契約/契約書_pw解除版.docx.structure.json,medium,answered,,,
株式会社青葉バイオメディカル機器,,37,AOBMにおいて、見込金額（税込）と確定金額（税込）の差を、ESTHとACTHの差で割った1時間あたりの減少金額を計算してください。,0円/時間,data/processed/share/share/共有ドライブ/プロジェクト/株式会社青葉バイオメディカル機器/01.契約/契約書.docx.structure.json | data/processed/share/share/共有ドライブ/プロジェクト/株式会社青葉バイオメディカル機器/05.会議/報告資料/報告資料_2025-07-11.docx.structure.json | data/processed/share/share/共有ドライブ/プロジェクト/株式会社青葉バイオメディカル機器/06.報告書/株式会社青葉バイオメディカル機器_最終報告.pptx.md | data/processed/share/share/共有ドライブ/プロジェクト/株式会社青葉バイオメディカル機器/01.契約/契約書.docx.md,medium,answered,,,
株式会社青葉バイオメディカル機器,,41,AOBMのPLANにおいて、加藤さんが担当者に含まれるタスクIDはいくつありますか。,3,share/共有ドライブ/プロジェクト/株式会社青葉バイオメディカル機器/02.計画/スケジュール.xlsx,medium,answered,11,不正解,
株式会社青葉バイオメディカル機器,,85,青葉バイオメディカル機器の最終報告において、設定されたKPIとして未達成とされている項目を挙げてください。,なし,share/共有ドライブ/プロジェクト/株式会社青葉バイオメディカル機器/06.報告書/株式会社青葉バイオメディカル機器_最終報告.pptx,low,answered,,,
株式会社青葉バイオメディカル機器,,97,青葉バイオメディカル機器のtrain.xlsxにおいて、黄色ハイライトが交差している2つのセルの値の差の絶対値を計算してください。,3778,data/processed/share/share/共有ドライブ/プロジェクト/株式会社青葉バイオメディカル機器/03.データ/train.xlsx.structure.json,medium,answered,,,
白峰信用リスク評価株式会社,,0,白峰信用リスク評価の提案書old.pptxから提案書.pptxへの更新内容のうち、案件遂行に関連する実質的な変更を挙げてください。,変更なし,share/共有ドライブ/プロジェクト/白峰信用リスク評価株式会社/00.提案/提案書old.pptx,medium,answered,変化なし,正解,share/共有ドライブ/プロジェクト/白峰信用リスク評価株式会社/00.提案/提案書old.pptx | share/共有ドライブ/プロジェクト/白峰信用リスク評価株式会社/00.提案/提案書.pptx
白峰信用リスク評価株式会社,,22,白峰信用リスク評価の01_eda_old.ipynbから01_eda.ipynbへの変更内容のうち、内容として変わっている点は何ですか。,変更なし。,data/processed/share/share/共有ドライブ/プロジェクト/白峰信用リスク評価株式会社/00.提案/提案書old.pptx.md | data/processed/share/share/共有ドライブ/プロジェクト/白峰信用リスク評価株式会社/06.報告書/白峰信用リスク評価株式会社_最終報告.pptx.md,medium,answered,基本統計量の掲載対象が Attr1～Attr64 から Attr1～Attr64＋class に変更され、倒産クラスの件数・比率等を確認できるようになった。,不正解,share/共有ドライブ/プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_project/notebooks/01_eda.ipynb | share/共有ドライブ/プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_project/notebooks/01_eda_old.ipynb
白峰信用リスク評価株式会社,,25,白峰信用リスク評価のtrain.xlsxにおいて、青色ハイライト部分の合計値を求めてください。四捨五入して整数で答えてください。,-11759122,data/processed/share/share/共有ドライブ/プロジェクト/白峰信用リスク評価株式会社/03.データ/train.xlsx.structure.json,medium,answered,"-11,851,246",不正解,share/共有ドライブ/プロジェクト/白峰信用リスク評価株式会社/03.データ/train.xlsx
白峰信用リスク評価株式会社,青葉与信マネジメント株式会社,44,IMにあるFMにおいて、佐藤さんから見て右側に座っている人の名前をすべて挙げてください。,わかりません,data/processed/share/share/共有ドライブ/社内管理/座席表.pptx.md | data/processed/share/share/共有ドライブ/社内管理/座席表.pptx.structure.json | data/processed/share/share/共有ドライブ/社内管理/社内用語集.docx.md | data/processed/share/share/共有ドライブ/社内管理/社内用語集.docx.structure.json | data/processed/share/share/共有ドライブ/社内管理/データアステル社内管理_決裁基準.md | data/processed/share/share/共有ドライブ/社内管理/データアステル社内規定_パスワード導出規則.docx.md | data/processed/share/share/共有ドライブ/社内管理/データアステル社内管理_決裁基準.md.structure.json | data/processed/share/share/共有ドライブ/社内管理/データアステル社内規定_パスワード導出規則.docx.structure.json | data/processed/share/share/共有ドライブ/プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_outputs/experiments/leaderboard.csv.md | data/processed/share/share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_outputs/experiments/leaderboard.csv.md,none,unknown,鈴木(DS),不正解,share/共有ドライブ/社内管理/座席表.pptx | share/共有ドライブ/社内管理/社内用語集.pptx
白峰信用リスク評価株式会社,,51,白峰信用リスク評価の提案書.pptxにおいて、モデルの高度化（説明性・セグメント分析）の実行予定スケジュールは案件開始から第何週目に実施予定でしょうか。,第9週目,share/共有ドライブ/プロジェクト/白峰信用リスク評価株式会社/00.提案/提案書.pptx,medium,answered,W6-W8,不正解,share/共有ドライブ/プロジェクト/白峰信用リスク評価株式会社/00.提案/提案書.pptx
白峰信用リスク評価株式会社,青葉与信マネジメント株式会社,58,社内管理フォルダにあるFMにおいて、井上さんの向かいに座っている方のEXTを教えてください。,わかりません,data/processed/share/share/共有ドライブ/社内管理/座席表.pptx.md | data/processed/share/share/共有ドライブ/社内管理/座席表.pptx.structure.json | data/processed/share/share/共有ドライブ/社内管理/社内用語集.docx.md | data/processed/share/share/共有ドライブ/社内管理/社内用語集.docx.structure.json | data/processed/share/share/共有ドライブ/社内管理/データアステル社内管理_決裁基準.md | data/processed/share/share/共有ドライブ/社内管理/データアステル社内規定_パスワード導出規則.docx.md | data/processed/share/share/共有ドライブ/社内管理/データアステル社内管理_決裁基準.md.structure.json | data/processed/share/share/共有ドライブ/社内管理/データアステル社内規定_パスワード導出規則.docx.structure.json | data/processed/share/share/共有ドライブ/プロジェクト/白峰信用リスク評価株式会社/03.データ/カラム説明.md | data/processed/share/share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/03.データ/カラム説明.md,none,unknown,7102,不正解,share/共有ドライブ/社内管理/座席表.pptx | share/共有ドライブ/社内管理/社内用語集.pptx
白峰信用リスク評価株式会社,,60,白峰信用リスク評価の最終報告資料内で未完事項として挙げられているIDをすべて抽出してください。,AI-05、AI-09、AI-08,data/processed/share/share/共有ドライブ/プロジェクト/白峰信用リスク評価株式会社/06.報告書/白峰信用リスク評価株式会社_最終報告.pptx.md,medium,answered,AI-05、AI-08、AI-09,正解,share/共有ドライブ/プロジェクト/白峰信用リスク評価株式会社/06.報告書/白峰信用リスク評価株式会社_最終報告.pptx.md
白峰信用リスク評価株式会社,,69,白峰信用リスク評価の最終報告資料において、パイロット運用は本番化スケジュール上で第何週目から第何週目に実施予定ですか。,W7〜W8,data/processed/share/share/共有ドライブ/プロジェクト/白峰信用リスク評価株式会社/06.報告書/白峰信用リスク評価株式会社_最終報告.pptx.md,medium,answered,"W5, W6",不正解,share/共有ドライブ/プロジェクト/白峰信用リスク評価株式会社/06.報告書/白峰信用リスク評価株式会社_最終報告.pptx.md
白峰信用リスク評価株式会社,,70,白峰信用リスク評価の5月27日の報告資料で Open として優先フォロー対象に挙げられているアクションIDの中で、会議録において完了となっていないIDを上げてください。,なし,data/processed/share/share/共有ドライブ/プロジェクト/白峰信用リスク評価株式会社/06.報告書/白峰信用リスク評価株式会社_最終報告.pptx.md | data/processed/share/share/共有ドライブ/プロジェクト/白峰信用リスク評価株式会社/06.報告書/白峰信用リスク評価株式会社_最終報告.pptx.structure.json,medium,answered,AI-05,不正解,share/共有ドライブ/プロジェクト/白峰信用リスク評価株式会社/05.会議/報告資料/報告資料_2025-05-27.pdf | share/共有ドライブ/プロジェクト/白峰信用リスク評価株式会社/05.会議/会議録/会議録_2025-05-27.pdf
青葉与信マネジメント株式会社,,9,青葉与信マネジメントの最終報告資料の最新版になる際に修正されたもののうち、案件遂行に関連する変更を挙げてください。,5. 業務提言 ― モデル運用・ガバナンス(中期),data/processed/share/share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/06.報告書/old/青葉与信マネジメント株式会社_最終報告.pptx.md | data/processed/share/share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/06.報告書/青葉与信マネジメント株式会社_最終報告.pptx.md,medium,answered,案件遂行に関連する変更はない,不正解,share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/06.報告書/old/青葉与信マネジメント株式会社_最終報告.pptx | share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/06.報告書/青葉与信マネジメント株式会社_最終報告.pptx
青葉与信マネジメント株式会社,,14,青葉与信マネジメントの提案書_v1.pptxから提案書_v3.pptxに修正されたもののうち、案件遂行に関連する変更を挙げてください。,"• ベースラインモデルを構築し基準性能を把握、• ROC-AUC, PR-AUC, 混同行列, リフト等を算出、• データ定義・前処理・評価条件・判断根拠を文書化",data/processed/share/share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/00.提案/提案書_v1.pptx.md | data/processed/share/share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/00.提案/提案書_v3.pptx.md,medium,answered,案件遂行に関連する変更はない,不正解,share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/00.提案/提案書_v1.pptx | share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/00.提案/提案書_v3.pptx
青葉与信マネジメント株式会社,,16,青葉与信マネジメントの中間報告資料にて、黄色ハイライトかつ赤字となっている部分を抜き出してください。,0.589,data/processed/share/share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/05.会議/報告資料/報告資料_2025-04-09.docx.structure.json | data/processed/share/share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/05.会議/報告資料/報告資料_2025-04-29.docx.structure.json,medium,answered,"4,620,000, 0.589",部分正解,share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/05.会議/報告資料/報告資料_2025-04-09.docx | share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/05.会議/報告資料/報告資料_2025-04-29.docx
青葉与信マネジメント株式会社,,30,青葉与信マネジメントの分析対象データにおいて、標準化されたloan_amntが0未満の行のうち、purpose=credit_cardに該当し、かつloan_amntがpurpose=credit_card全体の平均を上回る行の割合は何%ですか。小数第2位まで答えてください。,1.18%,data/raw/share/share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/03.データ/train.csv,medium,answered,1.18%,正解,share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/03.データ/train.csv
青葉与信マネジメント株式会社,医療法人社団 恒一会 かえで総合病院 / 京橋信用ソリューションズ株式会社,34,MINAMINOにおいて、M01時点では未完了で、M02までの間に完了したAIのうち、伊藤さんが担当しているものを抽出してください。,なし,share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/05.会議/報告資料/報告資料_2025-04-09.docx | share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/05.会議/会議録/会議録_2025-05-27.pdf | share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/05.会議/報告資料/報告資料_2025-09-16.docx | share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/報告資料/報告資料_2025-10-01.docx,low,answered,,,
青葉与信マネジメント株式会社,医療法人社団 恒一会 かえで総合病院,40,2026年7月1日時点で存在する案件について、支払月ごとの精算総額が多い月を上位3つ、総額とあわせて答えてください。,"2025-10: 2,887,500円, 2025-11: 2,887,500円, 2025-12: 0円",share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/05.会議/報告資料/報告資料_2025-04-09.docx | share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/05.会議/報告資料/報告資料_2025-09-02.docx | share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/05.会議/報告資料/報告資料_2025-09-16.docx | share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/05.会議/報告資料/報告資料_2025-04-29.docx,low,answered,2026年7月1日時点で存在する案件はない,不正解,data\processed\share\share\契約管理\project_contract_periods.csv | data\processed\share\share\契約管理\project_payment_schedule.csv | data\processed\share\share\契約管理\payment_monthly_totals.csv
青葉与信マネジメント株式会社,,57,青葉のTXにて算出された回帰係数を用いて全データの予測値を計算し、正解データに対する F1 スコアが最大となるように閾値を設定したときの F1 スコアを答えてください。小数第5位まで求めてください。,0.00000,data/processed/share/share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/src/evaluate.py.md | data/processed/share/share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/06.報告書/old/青葉与信マネジメント株式会社_最終報告.pptx.md | data/processed/share/share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/src/evaluate.py.structure.json | data/processed/share/share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/06.報告書/old/青葉与信マネジメント株式会社_最終報告.pptx.structure.json,medium,answered,0.42396,不正解,share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/03.データ/train.xlsx
青葉与信マネジメント株式会社,,62,青葉与信マネジメントの最終報告資料における、モデル比較で上位2件のスコア差を生んでいる設定差分は何ですか。,n_estimatorsが500と300で異なります。,data\processed\share\share\共有ドライブ\プロジェクト\青葉与信マネジメント株式会社\06.報告書\青葉与信マネジメント株式会社_最終報告.pptx.md | data\processed\share\share\共有ドライブ\プロジェクト\青葉与信マネジメント株式会社\04.分析\analysis_outputs\experiments\leaderboard.csv.data.csv | data\processed\share\share\共有ドライブ\プロジェクト\青葉与信マネジメント株式会社\04.分析\analysis_outputs\experiments\leaderboard.csv.md,high,answered,n_estimatorsが500と300で異なる,正解,share\共有ドライブ\プロジェクト\青葉与信マネジメント株式会社\06.報告書\青葉与信マネジメント株式会社_最終報告.pptx | share\共有ドライブ\プロジェクト\青葉与信マネジメント株式会社\04.分析\analysis_outputs\experiments\leaderboard.csv
青葉与信マネジメント株式会社,医療法人社団 恒一会 かえで総合病院,63,青葉与信マネジメントのtrain.xlsxにて算出された回帰係数を使ってid=0を予測した場合の予測値はいくらになりますか。小数第5位まで求めてください。,0.21480,share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/05.会議/報告資料/報告資料_2025-04-09.docx | share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/05.会議/報告資料/報告資料_2025-04-29.docx | share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/05.会議/報告資料/報告資料_2025-09-16.docx | share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/05.会議/報告資料/報告資料_2025-09-02.docx,low,answered,0.15002,不正解,share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/03.データ/train.xlsx
青葉与信マネジメント株式会社,株式会社青潮モビリティサービス,67,完了案件のうち、社内管理のAPRでAPR-M2に該当する案件の中で、提案時金額とFR時の金額が異なる案件を案件略称ですべて挙げてください。,該当案件はありません,share/共有ドライブ/社内管理/データアステル社内管理_決裁基準.md | share/共有ドライブ/社内管理/社内用語集.docx | share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/05.会議/報告資料/報告資料_2025-04-09.docx | share/共有ドライブ/社内管理/データアステル社内規定_パスワード導出規則.docx | share/共有ドライブ/プロジェクト/株式会社青潮モビリティサービス/05.会議/報告資料/報告資料_2025-07-23.docx,low,answered,,,
青葉与信マネジメント株式会社,,74,青葉与信マネジメントの提案書_v1.pptxから提案書_v2.pptxに修正されたもののうち、案件遂行に関連する変更を挙げてください。,変更なし,data/processed/share/share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/00.提案/提案書_v1.pptx.md | data/processed/share/share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/00.提案/提案書_v3.pptx.md,medium,answered,実施体制のビジネスアナリストが、藤田 彩から井上 里奈へ変更,不正解,share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/00.提案/提案書_v1.pptx | share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/00.提案/提案書_v2.pptx
青葉与信マネジメント株式会社,,96,青葉与信マネジメントのチェックポイント2として設定されている内容に関連するタスクIDを教えてください。,T05、T06、T07、T08,EDA/EDA050/tables/checkpoint_task_inventory.csv | data/processed/share/share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/02.計画/スケジュール.xlsx.sheets/Sheet2.csv,medium,answered,CP2として設定されている関連タスクはない,不正解,share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/02.計画/スケジュール.xlsx
