document_id,extension,relative_path,extraction_method,size_bytes,text_length,line_count,text_preview
doc_f91fd14cec3733ec,.docx,プロジェクト/株式会社青葉バイオメディカル機器/01.契約/契約書_draft.docx,docx_paragraphs_tables_basic_styles,18000,9949,575,# DOCXファイル: 契約書_draft.docx ## paragraph_001 - style: Heading 1 データ分析業務委託契約書 ## paragraph_002 - style: First Paragraph 株式会社青葉バイオメディカル機器（以下「甲」という。）と株式会社データアステル（以下「乙」という。）は、離職要因分析・離職リスク検知 初期分析プロジェクトに関し、以下のとおりデータ分析業務委託契約（以下「本契約」という。）を締結する。 ## paragraph_003 - style: Body Text 本契約の締結日および効力発生日は、2025-06-23とする。 ## paragraph_004 - style: Heading 2 1. 当事者 ## paragraph_005 - style: Heading 3 （1）甲 ## paragraph_006 - style: Compact 会社名：株式会社青葉バイオメディカル機器 ## paragraph_007 - style: Compact 部署名：人事本部 人材戦略部 ## parag...
doc_c7ab7dbfaad450d8,.docx,プロジェクト/株式会社青葉バイオメディカル機器/01.契約/契約書.docx,docx_paragraphs_tables_basic_styles,18000,9943,575,# DOCXファイル: 契約書.docx ## paragraph_001 - style: Heading 1 データ分析業務委託契約書 ## paragraph_002 - style: First Paragraph 株式会社青葉バイオメディカル機器（以下「甲」という。）と株式会社データアステル（以下「乙」という。）は、離職要因分析・離職リスク検知 初期分析プロジェクトに関し、以下のとおりデータ分析業務委託契約（以下「本契約」という。）を締結する。 ## paragraph_003 - style: Body Text 本契約の締結日および効力発生日は、2025-06-23とする。 ## paragraph_004 - style: Heading 2 1. 当事者 ## paragraph_005 - style: Heading 3 （1）甲 ## paragraph_006 - style: Compact 会社名：株式会社青葉バイオメディカル機器 ## paragraph_007 - style: Compact 部署名：人事本部 人材戦略部 ## paragraph_0...
doc_e72e799addef1262,.docx,プロジェクト/青葉与信マネジメント株式会社/05.会議/報告資料/報告資料_2025-04-29.docx,docx_paragraphs_tables_basic_styles,24597,9773,420,"# DOCXファイル: 報告資料_2025-04-29.docx ## paragraph_001 - style: Heading 1 分析進捗報告書 ## paragraph_002 - style: First Paragraph 対象チェックポイント: M02（中間レビュー会） 会議日: 2025-04-29 報告対象期間: 2025-04-09 〜 2025-04-29 ## paragraph_004 - style: Heading 2 1. 報告サマリー ## paragraph_005 - style: Compact 本報告はチェックポイント M02 時点（2025-04-29）の状況をまとめた中間分析報告です。中間レビュー会は予定どおり 2025-04-29 に設定されています（議事録 M02 の正式反映は未配布のため、本報告は現時点で取得済みの成果物／ログに基づき作成しています）。 ## paragraph_006 - style: Compact データ受領・初期パイプライン実行が完了し、学習用データは 17,500 レコード（カラム数 10、説明変数数 9）..."
doc_06d1f7ddf965caf0,.docx,プロジェクト/青葉与信マネジメント株式会社/01.契約/契約書.docx,docx_paragraphs_tables_basic_styles,22060,9722,551,# DOCXファイル: 契約書.docx ## paragraph_001 - style: Heading 1 データ分析業務委託契約書 ## paragraph_002 - style: First Paragraph 青葉与信マネジメント株式会社（以下「甲」という。）と株式会社データアステル（以下「乙」という。）は、返済状況予測に基づく与信リスク分析支援に関し、以下のとおりデータ分析業務委託契約（以下「本契約」という。）を締結する。 ## paragraph_003 - style: Body Text 本契約の締結日および効力発生日は、いずれも2025-04-09とする。 ## paragraph_004 - style: Heading 2 1. 当事者 ## paragraph_005 - style: Heading 3 （1）発注者 ## paragraph_006 - style: Compact 会社名：青葉与信マネジメント株式会社 ## paragraph_007 - style: Compact 部署名：審査企画部 ## paragraph_008 - styl...
doc_f11f203bf4b53661,.docx,プロジェクト/京橋信用ソリューションズ株式会社/05.会議/報告資料/報告資料_2025-10-29.docx,docx_paragraphs_tables_basic_styles,16989,9589,478,# DOCXファイル: 報告資料_2025-10-29.docx ## paragraph_001 - style: Heading 1 分析進捗報告書 ## paragraph_002 - style: First Paragraph 会議ID: M02（中間報告） 会議日: 2025-10-29 報告対象期間: 2025-10-01 ～ 2025-10-29 ## paragraph_004 - style: Heading 2 1. 報告サマリー ## paragraph_005 - style: Compact 本中間チェックポイント（M02）時点で、データ受領・EDA・モデル比較を実施し、成果物（artifacts/analysis_outputs/experiments/leaderboard.csv 等）を出力しています（出力参照: artifacts/analysis_outputs/experiments）。 ## paragraph_006 - style: Compact 代表的評価指標（leaderboard.csv の trial_index 1〜5 より）:...
doc_37fbd04ab80d5c08,.docx,プロジェクト/株式会社青葉バイオメディカル機器/05.会議/会議録/会議録_2025-06-23.docx,docx_paragraphs_tables_basic_styles,15826,9492,614,# DOCXファイル: 会議録_2025-06-23.docx ## paragraph_001 - style: Heading 1 会議録 ## paragraph_002 - style: Heading 2 1. 会議情報 ## paragraph_003 - style: Compact 会議ID: M01 ### run_styles - bold: 会議ID ## paragraph_004 - style: Compact 会議種別: キックオフ ### run_styles - bold: 会議種別 ## paragraph_005 - style: Compact 開催日: 2025-06-23 ### run_styles - bold: 開催日 ## paragraph_006 - style: Compact 案件名: 離職要因分析・離職リスク検知 初期分析プロジェクト ### run_styles - bold: 案件名 ## paragraph_007 - style: Compact 目的: プロジェクト目的・対象範囲・進め方・データ定義差分確認方針を合...
doc_de98e65a8370dafc,.docx,プロジェクト/株式会社東都人材プラットフォーム/05.会議/会議録/会議録_2025-09-26.docx,docx_paragraphs_tables_basic_styles,18110,9425,429,# DOCXファイル: 会議録_2025-09-26.docx ## paragraph_001 - style: Heading 1 会議録 ## paragraph_002 - style: Heading 2 1. 会議情報 ## paragraph_003 - style: Compact 会議ID：M03 ## paragraph_004 - style: Compact 会議種別：最終報告 ## paragraph_005 - style: Compact 日付：2025-09-26 ## paragraph_006 - style: Compact 目的：最終分析結果、性能評価、主要因の解釈、公平性上の留意点、業務活用示唆と次フェーズ論点を報告し、検収に向けて確認する ## paragraph_007 - style: Compact 期待決定事項：最終成果物の受領内容、次フェーズ検討事項、業務活用上の注意事項、検収進行の確認 ## paragraph_008 - style: Compact 主催：株式会社データアステル（データサイエンス部） ## paragraph_...
doc_fb67482abe6be63d,.docx,プロジェクト/株式会社東都人材プラットフォーム/01.契約/契約書.docx,docx_paragraphs_tables_basic_styles,17902,9352,502,# DOCXファイル: 契約書.docx ## paragraph_001 - style: Heading 1 データ分析業務委託契約書 ## paragraph_002 - style: First Paragraph 株式会社東都人材プラットフォーム（以下「甲」という。）と株式会社データアステル（以下「乙」という。）は、甲が乙に委託するデータ分析業務に関し、以下のとおりデータ分析業務委託契約（以下「本契約」という。）を締結する。 ## paragraph_003 - style: Heading 2 1. 当事者 ## paragraph_004 - style: Heading 3 （1）甲 ## paragraph_005 - style: Compact 会社名：株式会社東都人材プラットフォーム ## paragraph_006 - style: Compact 部署名：人事戦略部 人材データ活用室 ## paragraph_007 - style: Compact 主担当者：石川 直樹 ## paragraph_008 - style: Compact 役職：人事戦略部長...
doc_5ab884daf8a8440d,.docx,プロジェクト/株式会社青嶺不動産アセットマネジメント/05.会議/会議録/会議録_2025-08-26.docx,docx_paragraphs_tables_basic_styles,23613,9247,406,# DOCXファイル: 会議録_2025-08-26.docx ## paragraph_001 - style: Heading 1 会議録 ## paragraph_002 - style: Heading 2 1. 会議情報 ## paragraph_003 - style: Compact 会議ID: M02 ## paragraph_004 - style: Compact 種別: 中間報告（第3週ゲート） ## paragraph_005 - style: Compact 日付: 2025-08-26 ## paragraph_006 - style: Compact 目的: 第3週ゲートとしてデータ品質確認結果と探索的分析結果を共有し、欠損／ゼロ値／異常値・BBL利用方針と前処理方針を合意する ## paragraph_007 - style: Compact 期待決定事項: 前処理ルール案、分析データセット化方針、および初期モデリング継続条件の承認 ## paragraph_008 - style: First Paragraph 出席者（役割） - 前田 美咲（クライ...
doc_594754de42cc0e03,.xlsx,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/02.計画/スケジュール.xlsx,xlsx_sheet_values_formulas_basic_styles,15407,9177,49,"# XLSXファイル: スケジュール.xlsx ## sheet: スケジュール管理表 - size: rows=21, cols=14 - visible_state: visible - auto_filter: A1:N21 - freeze_panes: A2 row_00001: No. | フェーズ | タスクID | タスク名 | タスク詳細 | 担当者 | 開始日 | 終了日 | 依存タスク | 成果物 | 関連マイルストーン | 関連会議 | ステータス | 備考 styles: A1:bold/fill=solid/font_color=FFFFFFFF; B1:bold/fill=solid/font_color=FFFFFFFF; C1:bold/fill=solid/font_color=FFFFFFFF; D1:bold/fill=solid/font_color=FFFFFFFF; E1:bold/fill=solid/font_color=FFFFFFFF; F1:bold/fill=solid/font_color=FFFFFFFF; G1:bold/..."
doc_323689d7e461bcbf,.docx,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/01.契約/契約書.docx,docx_paragraphs_tables_basic_styles,17118,9038,506,# DOCXファイル: 契約書.docx ## paragraph_001 - style: Heading 1 データ分析業務委託契約書 ## paragraph_002 - style: First Paragraph 本契約は、2025-04-03付で、以下の当事者間において締結される。 ## paragraph_003 - style: Heading 2 1. 当事者 ## paragraph_004 - style: First Paragraph 委託者（以下「甲」という。） 医療法人社団 蒼樹会 みなみ野女性医療センター 部署：医療情報・品質改善推進室 主担当者：林 さくら 室長 ### run_styles - bold: 委託者（以下「甲」という。） ## paragraph_005 - style: Body Text 受託者（以下「乙」という。） 株式会社データアステル 部署：データサイエンス部 ### run_styles - bold: 受託者（以下「乙」という。） ## paragraph_006 - style: Body Text 甲および乙は、糖尿病...
doc_b3d5c17b08b55a85,.pdf,プロジェクト/株式会社青嶺不動産アセットマネジメント/00.提案/ニューヨーク不動産市場の最新動向調査.pdf,pdf_page_text_pypdf,370330,8974,268,# PDFファイル: ニューヨーク不動産市場の最新動向調査.pdf ## page_001 ニューヨークにおける不動産売買市場の多 角的分析と 2026 年度予測：マクロ経済の 不確実性と制度的転換期における構造的考 察 序論：2026 年第 1 四半期における市場の再定義 2026 年初頭のニューヨーク市（NYC）不動産市場は、数年にわたるボラティリティと価格の 再調整を経て、極めて特異な転換点を迎えている。2025 年まで続いた金利上昇と在庫不足に よる停滞期は、2026 年に入り、単なる価格の変動ではなく、市場の構造そのものが変容する 「移動（Movement）」のフェーズへと移行した 1。この変化の根底には、安定しつつあるもの の依然として高止まりする住宅ローン金利、賃貸市場の記録的な高騰に伴う「購入への回帰」 という選択、そして 2026 年 6 月に施行が予定されている大規模な税制改正案という三つの強 力なダイナミクスが働いている。 市場の立ち上がりとなった 1 月は、記録的な降雪と異常な低温という天候要因により、新規契 約活動が一時的に抑制された 2。しかし、この一時的な...
doc_3d671737a6647915,.docx,プロジェクト/医療法人社団 恒一会 かえで総合病院/05.会議/報告資料/報告資料_2025-09-16.docx,docx_paragraphs_tables_basic_styles,16810,8961,397,# DOCXファイル: 報告資料_2025-09-16.docx ## paragraph_001 - style: Heading 1 分析進捗報告書 ## paragraph_002 - style: Heading 2 1. 報告サマリー ## paragraph_003 - style: Compact チェックポイント: M02（中間レビュー） ## paragraph_004 - style: Compact 会議日: 2025-09-16 ## paragraph_005 - style: Compact 報告対象期間: 2025-09-02 ～ 2025-09-16 ## paragraph_006 - style: Compact 本報告の分析段階: interim（中間） — 本中間段階では Report facts JSON.analysis.checkpoint_stage に従い、visible_trials（trial_index 1〜5）で公開された実験結果のみを引用しています。最終的なチャンピオンモデルや最終スコアは本中間報告では扱いません。 ## pa...
doc_ba854a884955041b,.docx,プロジェクト/株式会社青嶺不動産アセットマネジメント/05.会議/会議録/会議録_2025-09-16.docx,docx_paragraphs_tables_basic_styles,18283,8948,415,# DOCXファイル: 会議録_2025-09-16.docx ## paragraph_001 - style: Heading 1 会議録 ## paragraph_002 - style: Heading 2 1. 会議情報 ## paragraph_003 - style: Compact 会議ID: M03 ## paragraph_004 - style: Compact 種別: 最終報告 ## paragraph_005 - style: Compact 日付: 2025-09-16 ## paragraph_006 - style: Compact 目的: 第6週の最終成果として価格形成要因上位項目と初期予測モデル評価および実務示唆を報告し今後の拡張論点を整理する ## paragraph_007 - style: Compact 期待決定事項: 最終報告書の内容承認と検収判断および追加分析テーマの優先度確認 ## paragraph_008 - style: First Paragraph 出席者（役割） - 前田 美咲（クライアント主担当／部長） - TODO（関係...
doc_188a742b46b84809,.docx,プロジェクト/株式会社東都人材プラットフォーム/05.会議/会議録/会議録_2025-09-08.docx,docx_paragraphs_tables_basic_styles,17318,8896,435,# DOCXファイル: 会議録_2025-09-08.docx ## paragraph_001 - style: Heading 1 会議録 ## paragraph_002 - style: Heading 2 1. 会議情報 ## paragraph_003 - style: Compact 会議ID：M02 ## paragraph_004 - style: Compact 会議種別：中間報告 ## paragraph_005 - style: Compact 日付：2025-09-08 ## paragraph_006 - style: Compact 目的：データ理解（EDA）結果、前処理方針、ベースラインと初期モデル結果、公平性観点の初期確認を共有し、最終化に向けた論点を整理する ## paragraph_007 - style: Compact 主催：株式会社データアステル（データサイエンス部） ## paragraph_008 - style: Compact 記録：藤田 彩 ## paragraph_009 - style: Compact 出席： ## parag...
doc_05b7bb77af092484,.docx,プロジェクト/株式会社青潮モビリティサービス/05.会議/報告資料/報告資料_2025-08-06.docx,docx_paragraphs_tables_basic_styles,23028,8747,426,# DOCXファイル: 報告資料_2025-08-06.docx ## paragraph_001 - style: Heading 1 分析進捗報告書 ## paragraph_002 - style: Heading 2 1. 報告サマリー ## paragraph_003 - style: Compact チェックポイント: M02（中間報告） ## paragraph_004 - style: Compact 会議日: 2025-08-06 ## paragraph_005 - style: Compact 報告対象期間: 2025-07-23 〜 2025-08-06 ## paragraph_006 - style: Compact フェーズ（Report facts JSON.analysis.checkpoint_stage準拠）: interim（中間分析フェーズ） ## paragraph_007 - style: Compact 本報告の要旨: Week3ゲート（初期EDA、定義差異確認、ベースライン評価の共有）。可視化された最初の実験群（trial_index ...
doc_a188dbf76dee1c43,.docx,プロジェクト/株式会社青潮モビリティサービス/05.会議/会議録/会議録_2025-08-26.docx,docx_paragraphs_tables_basic_styles,17386,8446,418,# DOCXファイル: 会議録_2025-08-26.docx ## paragraph_001 - style: Heading 1 会議録 ## paragraph_002 - style: Heading 2 1. 会議情報 ## paragraph_003 - style: Compact 会議ID: M03 ## paragraph_004 - style: Compact 会議種別: 最終報告・検収 ## paragraph_005 - style: Compact 日時: 2025-08-26 ## paragraph_006 - style: Compact 目的: Week5終盤の最終成果説明としてモデル比較結果、重要説明変数、時間帯別・曜日別・天候別の需要傾向、業務示唆、追加データ要件、次フェーズ論点を報告する ## paragraph_007 - style: Compact 期待される決定事項: 最終成果物受領判断、検収対応方針決定、次フェーズ検討論点の確認 ## paragraph_008 - style: Compact 参加者: ## paragraph_...
doc_4f7b14aa3ef8f451,.pptx,プロジェクト/株式会社青葉バイオメディカル機器/06.報告書/株式会社青葉バイオメディカル機器_最終報告.pptx,pptx_slide_text_tables,114667,8198,493,"# PPTXファイル: 株式会社青葉バイオメディカル機器_最終報告.pptx ## slide_001 最終分析報告書 従業員離職要因分析および離職リスク検知 初期分析 株式会社青葉バイオメディカル機器 人事本部 人材戦略部 プロジェクト期間：2025年6月23日 ～ 2025年7月28日（5週間） 契約形態：Time and Materials 目的変数：Attrition（従業員離職） 735行 × 33列 対象データ 2025年7月28日 最終成果物提出 ## slide_002 対象データ 735行 × 33列 欠損値：全列0件 目的変数 Attrition Yes / No の二値分類 モデル手法 Extra Trees n_estimators=500, max_depth=10 モデル評価指標 Accuracy 0.8231 F1-macro 0.6525 ROC-AUC 0.7121 Brier Score 0.1508 Precision@Top10% 0.4667 特徴量数 36 ※ 除外特徴量：id（1列のみ） | 定数列：Over18, StandardHour..."
doc_fe93c00aaeca3d91,.pdf,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/06.報告書/医療法人社団 蒼泉会 ひがし丘総合病院_最終報告.pdf,pdf_page_text_pypdf,660166,8156,493,"# PDFファイル: 医療法人社団 蒼泉会 ひがし丘総合病院_最終報告.pdf ## page_001 医療法人社団 蒼泉会 ひがし丘総合病院 最終分析報告書 医療費関連の価格帯分類と要因分析プロジェクト 契約期間: 2025-07-08 ～ 2025-08-05（5週間） 対象データ: data¥train.csv | 1,600件・8列・欠損0件 目的変数: charges（価格帯 0/1/2 の3クラス分類） 最終評価指標 Accuracy 0.8656 Macro F1 0.7423 ## page_002 1. エグゼクティブサマリ 確認済みの主要成果 本プロジェクトは、ひがし丘総合病院向け「医療費関連の価格帯分類と要因分析プロジェクト」の最終報告である。 data¥train.csv（1,600件・8列・欠損0件）を用いた charges（価格帯0/1/2）の3クラス分類分析を実施した。 1 価格帯セグメント把握 医療費関連の価格帯セグメントを説明可能な形で把 握する 2 主要因の定量整理 charges の判定に寄与する主要因を定量的に整理 する 3 分析手順・文書資産整..."
doc_142841662122fbb8,.docx,プロジェクト/青葉与信マネジメント株式会社/05.会議/報告資料/報告資料_2025-04-09.docx,docx_paragraphs_tables_basic_styles,20766,8003,373,"# DOCXファイル: 報告資料_2025-04-09.docx ## paragraph_001 - style: Heading 1 分析進捗報告書 ## paragraph_002 - style: Block Text チェックポイント: M01（キックオフ・前提確認会） チェックポイント日付: 2025-04-09 報告期間: 2025-04-09 to 2025-04-09 ## paragraph_004 - style: Heading 2 1. 報告サマリー ## paragraph_005 - style: Compact 本チェックポイント（M01：キックオフ）は所定日に設定されています（meeting_id: M01, meeting_date: 2025-04-09）。議題は「loan_status の業務定義確定、interest_rate/grade の利用可能時点確認、スコープ/週次運営の合意」です（Report facts checkpoint に記載の purpose／expected_decisions に準拠）。 ## paragraph_006..."
doc_f2e85e80bc31cc2d,.pptx,プロジェクト/医療法人社団 恒一会 かえで総合病院/06.報告書/医療法人社団 恒一会 かえで総合病院_最終報告_old.pptx,pptx_slide_text_tables,96206,7958,400,"# PPTXファイル: 医療法人社団 恒一会 かえで総合病院_最終報告_old.pptx ## slide_001 最終分析報告書 肝疾患有無予測分析プロジェクト 医療法人社団 恒一会 かえで総合病院 御中 株式会社データアステル 契約期間：2025年9月2日 開始（5週間） 実績工数：140時間 最終請求金額（税込）：3,850,000円 ## slide_002 ビジネス成果 肝疾患リスク把握を支援する分析基盤と運用判断材料を納品。業務での閾値運用案と導入前検証要件を提示。 分析成果 最終モデル：hist_gradient_boosting（特徴量10） AUC-ROC = 0.905 / Accuracy = 0.833 / F1-macro = 0.829 中間段階の線形系試行（T04等）から性能改善を確認。 契約・商流 料金体系：Time & Materials 実績工数：140時間 最終請求金額（税込）：3,850,000円 （税率10%、検収完了に基づく精算） 本報告は、提案書・契約書・スケジュール・議事録（M01/M02）・中間報告・分析出力との整合を保ち、事実と仮定を..."
doc_e65d3b1d6fb98ad0,.docx,プロジェクト/医療法人社団 恒一会 かえで総合病院/05.会議/会議録/会議録_2025-09-30.docx,docx_paragraphs_tables_basic_styles,17059,7785,351,# DOCXファイル: 会議録_2025-09-30.docx ## paragraph_001 - style: Heading 1 会議録 ## paragraph_002 - style: Heading 2 1. 会議情報 ## paragraph_003 - style: Compact 会議ID: M03 ## paragraph_004 - style: Compact 種類: 最終報告会 ## paragraph_005 - style: Compact 日付: 2025-09-30 ## paragraph_006 - style: Compact 目的: 第5週の最終成果確認として分析結果と解釈と業務活用可否判断材料を報告し納品前の最終確認を行う ## paragraph_007 - style: Compact 出席者: ## paragraph_008 - style: Compact 顧客（医療法人社団 恒一会 かえで総合病院）主担当: 柴田 海斗（室長） ## paragraph_009 - style: Compact 医療情報分析室 責任者: TODO ...
doc_7dd966d22e51bd41,.pptx,プロジェクト/医療法人社団 恒一会 かえで総合病院/06.報告書/医療法人社団 恒一会 かえで総合病院_最終報告.pptx,pptx_slide_text_tables,100621,7761,422,"# PPTXファイル: 医療法人社団 恒一会 かえで総合病院_最終報告.pptx ## slide_001 最終分析報告書 肝疾患有無予測分析プロジェクト 医療法人社団 恒一会 かえで総合病院 御中 株式会社データアステル 契約期間：2025年9月2日 開始（5週間） 実績工数：140時間 最終請求金額（税込）：3,850,000円 ## slide_002 1. エグゼクティブサマリ ビジネス成果 肝疾患リスク把握を支援する分析基盤と運用判断材料を納品。業務での閾値運用案と導入前検証要件を提示。 分析成果 最終モデル：hist_gradient_boosting（特徴量10） AUC-ROC = 0.905 / Accuracy = 0.833 F1-macro = 0.829 中間段階の線形系試行（T04等）から性能改善を確認。 契約・商流 料金体系：Time & Materials 実績工数：140時間 最終請求金額（税込）：3,850,000円 （税率10%、検収完了に基づく精算） 本報告は、提案書・契約書・スケジュール・議事録（M01/M02）・中間報告・分析出力との整合を保..."
doc_b874317eefdcac21,.docx,プロジェクト/医療法人社団 恒一会 かえで総合病院/05.会議/報告資料/報告資料_2025-09-02.docx,docx_paragraphs_tables_basic_styles,16796,7708,332,# DOCXファイル: 報告資料_2025-09-02.docx ## paragraph_001 - style: Heading 1 分析進捗報告書 ## paragraph_002 - style: First Paragraph （チェックポイント: M01 キックオフ / 日付: 2025-09-02 / 報告対象期間: 2025-09-02 to 2025-09-02） （ステージ: kickoff / 実装状況: planning_only / 実験結果可視性: no_model_results） ## paragraph_004 - style: Heading 2 1. 報告サマリー ## paragraph_005 - style: Compact 2025-09-02 にキックオフ（Meeting ID: M01）を実施（本報告は当日状態の中間報告）。Report facts JSON の checkpoint による記録を基に作成。 ## paragraph_006 - style: Compact 現時点は「キックオフ／立上げ段階（pre-implementa...
doc_e7d33811d6032da6,.docx,プロジェクト/株式会社青嶺不動産アセットマネジメント/05.会議/会議録/会議録_2025-08-06.docx,docx_paragraphs_tables_basic_styles,21269,7588,356,# DOCXファイル: 会議録_2025-08-06.docx ## paragraph_001 - style: Heading 1 会議録 ### run_styles - bold: 会議録 ## paragraph_002 - style: Heading 2 1. 会議情報 ### run_styles - bold: 会議情報 ## paragraph_003 - style: Compact 会議ID: M01 ## paragraph_004 - style: Compact 種別: キックオフ ## paragraph_005 - style: Compact 日付: 2025-08-06 ## paragraph_006 - style: Compact 目的: プロジェクト開始にあたり目的変数 SALE PRICE・対象データ・スコープ・役割分担・会議運営を確定し分析着手条件をそろえる ## paragraph_007 - style: Compact 期待決定事項: 本文書（プロジェクト正本）の前提確定、データ受領確認、および第1週〜第2週の進め方承認 ## p...
doc_ca6168468a1994ca,.docx,プロジェクト/医療法人社団 恒一会 かえで総合病院/05.会議/会議録/会議録_2025-09-16.docx,docx_paragraphs_tables_basic_styles,16880,7473,327,# DOCXファイル: 会議録_2025-09-16.docx ## paragraph_001 - style: Heading 1 会議録 ## paragraph_002 - style: Heading 2 1. 会議情報 ## paragraph_003 - style: Compact 会議ID: M02 ## paragraph_004 - style: Compact 種類: 中間レビュー ## paragraph_005 - style: Compact 日付: 2025-09-16 ## paragraph_006 - style: Compact 目的: 第3週の節目でデータ理解結果、前処理方針、初期モデル評価を共有し、Recall重視の評価観点で論点整理を行う ## paragraph_007 - style: Compact 期待決定事項: 前処理方針の確定／比較対象モデルの継続候補選定／中間論点と追加確認事項の合意 ## paragraph_008 - style: Compact 出席者: ## paragraph_009 - style: Compact...
doc_4ffdd1c2ce6afdf4,.docx,プロジェクト/株式会社青潮モビリティサービス/05.会議/報告資料/報告資料_2025-07-23.docx,docx_paragraphs_tables_basic_styles,16285,7191,324,# DOCXファイル: 報告資料_2025-07-23.docx ## paragraph_001 - style: Heading 1 分析進捗報告書 ## paragraph_002 - style: Heading 2 1. 報告サマリー ## paragraph_003 - style: Compact チェックポイント: M01（キックオフ） 日付: 2025-07-23（報告対象期間: 2025-07-23 to 2025-07-23） — analysis.checkpoint_stage は “kickoff”（プレ実装フェーズ）に従います。 ## paragraph_004 - style: Compact 現フェーズのステータス: 立上げ / 計画合意フェーズ（実装・学習は未着手） ## paragraph_005 - style: Compact analysis.results_visibility: “no_model_results”（現時点でモデル学習・評価結果は報告対象外） ## paragraph_006 - style: Compact analys...
doc_f0dd0a10addb27bf,.pptx,プロジェクト/青葉与信マネジメント株式会社/06.報告書/青葉与信マネジメント株式会社_最終報告.pptx,pptx_slide_text_tables,84474,6944,339,"# PPTXファイル: 青葉与信マネジメント株式会社_最終報告.pptx ## slide_001 最終分析報告書 貸付審査・ポートフォリオ管理高度化のための与信分析基盤（初期分析） 発注者：青葉与信マネジメント株式会社（審査企画部） 実施者：株式会社データアステル（データサイエンス部） 契約期間：2025年4月9日 〜 2025年5月28日（7週間） 契約形態：固定価格 契約金額：¥4,200,000（税抜）/ ¥4,620,000（税込） 2025年5月28日 CONFIDENTIAL 正本 提案書・契約書・スケジュール 議事録（M01/M02）との整合性確認済 ## slide_002 1. エグゼクティブサマリ ― プロジェクト概要 プロジェクト目的 loan_status を目的変数として、 返済不良リスクの主要因整理、 リスクセグメンテーション、 業務説明可能な形での示唆提供 分析対象データ data/train.csv 17,500 レコード / 10 カラム 欠損 0 件 目的変数: loan_status 契約概要 期間: 2025/4/9 〜 5/28（7週間） 形..."
doc_20045ff4513df3e8,.pptx,プロジェクト/青葉与信マネジメント株式会社/06.報告書/old/青葉与信マネジメント株式会社_最終報告.pptx,pptx_slide_text_tables,85269,6918,338,"# PPTXファイル: 青葉与信マネジメント株式会社_最終報告.pptx ## slide_001 最終分析報告書 貸付審査・ポートフォリオ管理高度化のための与信分析基盤（初期分析） 発注者：青葉与信マネジメント株式会社（審査企画部） 実施者：株式会社データアステル（データサイエンス部） 契約期間：2025年4月9日 〜 2025年5月28日（7週間） 契約形態：固定価格 契約金額：¥4,200,000（税抜）/ ¥4,620,000（税込） 2025年5月28日 CONFIDENTIAL 正本 提案書・契約書・スケジュール 議事録（M01/M02）との整合性確認済 ## slide_002 1. エグゼクティブサマリ ― プロジェクト概要 プロジェクト目的 loan_status を目的変数として、 返済不良リスクの主要因整理、 リスクセグメンテーション、 業務説明可能な形での示唆提供 分析対象データ data/train.csv 17,500 レコード / 10 カラム 欠損 0 件 目的変数: loan_status 契約概要 期間: 2025/4/9 〜 5/28（7週間） 形..."
doc_e8615812cd57edd7,.pptx,プロジェクト/青葉与信マネジメント株式会社/00.提案/提案書_v2.pptx,pptx_slide_text_tables,83485,6709,383,"# PPTXファイル: 提案書_v2.pptx ## slide_001 データ分析プロジェクト提案書 与信分析基盤整備に向けた初期分析・モデル評価・示唆整理 提出先：青葉与信マネジメント株式会社 審査企画部 株式会社データアステル データサイエンス部 2025年4月 契約期間 7週間 契約金額 4,620,000円 固定価格契約（事後精算なし） ## slide_002 01 エグゼクティブサマリー 青葉与信マネジメント株式会社 審査企画部における与信分析基盤整備に向けた、データ分析プロジェクトの提案概要である。 対象データ 学習用データ 17,500件 10項目（loan_amnt, term, interest_rate, grade 等） 目的変数 loan_status （返済不良リスクの 定量的把握） 分析アプローチ 説明可能性・再現性・ 監査可能性を優先した モデル構築と評価 主要成果物 提案書・中間報告書・ 最終報告書・議事録・ 監査証跡一式 重要ポイント 返済不良リスクの早期把握 審査基準の説明可能性確保 ポートフォリオ単位での健全性比較 監査証跡・アクセス制御・説明..."
doc_fc0ba59dce02a7ac,.pptx,プロジェクト/青葉与信マネジメント株式会社/00.提案/提案書_v1.pptx,pptx_slide_text_tables,88970,6698,378,"# PPTXファイル: 提案書_v1.pptx ## slide_001 データ分析プロジェクト提案書 与信分析基盤整備に向けた初期分析・モデル評価・示唆整理 提出先：青葉与信マネジメント株式会社 審査企画部 株式会社データアステル データサイエンス部 2025年4月 契約期間 7週間 契約金額 4,620,000円 固定価格契約（事後精算なし） ## slide_002 01 エグゼクティブサマリー 青葉与信マネジメント株式会社 審査企画部における与信分析基盤整備に向けた、データ分析プロジェクトの提案概要である。 対象データ 学習用データ 17,500件 10項目（loan_amnt, term, interest_rate, grade 等） 目的変数 loan_status （返済不良リスクの 定量的把握） 分析アプローチ 説明可能性・再現性・ 監査可能性を優先した モデル構築と評価 主要成果物 提案書・中間報告書・ 最終報告書・議事録・ 監査証跡一式 重要ポイント 返済不良リスクの早期把握 審査基準の説明可能性確保 ポートフォリオ単位での健全性比較 監査証跡・アクセス制御・説明..."
