dataset,question_id,exact_question,explicit_company_names,explicit_file_names,explicit_document_roles,explicit_file_types,person_names,department_names,task_ids,dates,numeric_literals,column_names,sheet_names,page_or_slide_references,version_comparison,multi_document_required,style_attribute_terms,color_terms,bold_terms,underline_terms,highlight_terms,comment_or_note_terms,chart_or_graph_terms,seating_chart_terms,layout_terms,calculation_required,vision_likely_required,internal_scope_terms,requested_answer_type,possible_executor_family,question_signal_class,current_routes,current_required_file_types,generated_by,source,confidence,requires_manual_review
test,42,蒼泉会 ひがし丘総合病院のtrain.xlsxのSheet1において、黄色ハイライトされている数値に対応するデータの抽出条件と集計内容を答えてください。,,ひがし丘総合病院のtrain.xlsx,,xlsx,,,,,1,,,,False,False,色 | ハイライト,True,False,False,True,False,False,False,,False,True,,single_or_short_text,structure_or_style,explicit_document | structure_or_style_required | vision_required,format_extraction | table_lookup,xlsx | docx | pptx | csv | tsv,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,43,東都のCTにおいて、甲側の主担当者をフルネームで教えてください。,,,,,,,,,,,,,False,False,,False,False,False,False,False,False,False,,False,False,,single_or_short_text,document_lookup,content_probe_required | insufficient_question_signal,document_qa,,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,44,IMにあるFMにおいて、佐藤さんから見て右側に座っている人の名前をすべて挙げてください。,,,,,,,,,,,,,False,False,,False,False,False,False,False,False,右側,右側,False,False,,list,document_lookup,content_probe_required | insufficient_question_signal | structure_or_style_required | vision_required,document_qa,,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,45,京橋信用ソリューションズの会議録_2025-10-29.pdfと会議録_2025-11-11.pdfにおいて、会議ID M2 から M3 にかけて完了したアクションアイテムのIDをすべて挙げてください。,,京橋信用ソリューションズの会議録_2025-10-29.pdfと会議録_2025-11-11.pdf,会議録,pdf,,,M2 | M3,2025-10-29 | 2025-11-11,2025 | 10 | 29 | 11 | 2 | 3,,,,False,False,,False,False,False,False,False,False,False,,False,False,,list,document_lookup,explicit_document,document_qa,pdf,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,46,着手金が最も高い案件について、その案件のESの内線番号を教えてください。,,,,,,,,,,,,,False,False,,False,False,False,False,False,False,False,,False,False,,single_or_short_text,document_lookup,content_probe_required | insufficient_question_signal,calculation,xlsx | csv | tsv,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,47,青嶺不動産アセットマネジメントのtrain.xlsxにおいて、黄色ハイライトセルは予測と実際の誤差を計算していますが、その予測値の対象となっている不動産の建設年を算出してください。,,青嶺不動産アセットマネジメントのtrain.xlsx,,xlsx,,,,,,,,,False,False,色 | ハイライト,True,False,False,True,False,False,False,,True,True,,single_or_short_text,calculation,explicit_document | structure_or_style_required | vision_required,format_extraction | calculation | table_lookup,xlsx | docx | pptx | csv | tsv,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,48,青嶺不動産アセットマネジメントのニューヨーク不動産市場の最新動向調査.pdfにおいて、提案されているマンション税の新税率のうち、現行税率からの絶対値の増加が最も小さい価格帯はどこですか。,,青嶺不動産アセットマネジメントのニューヨーク不動産市場の最新動向調査.pdf,,pdf,,,,,,,,,False,False,,False,False,False,False,False,False,False,,False,False,,single_or_short_text,table_lookup,explicit_document,document_qa,pdf,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,49,東都人材プラットフォームの会議録において、コメントがついている部分をそのまま抽出してください。,,,会議録,,,,,,,,,,False,False,コメント,False,False,False,False,True,False,False,,False,False,,single_or_short_text,structure_or_style,structure_or_style_required,format_extraction,docx | pptx,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,50,東都人材プラットフォームのデータサイエンティスト調査において、Salary.com が公表しているデータサイエンティストの年間基本給について、上位90%の層と中央値の差はいくらですか。,,,,,,,,,90,,,,False,False,,False,False,False,False,False,False,False,,True,False,,single_or_short_text,calculation,content_probe_required | insufficient_question_signal,calculation,xlsx | csv | tsv,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,51,白峰信用リスク評価の提案書.pptxにおいて、モデルの高度化（説明性・セグメント分析）の実行予定スケジュールは案件開始から第何週目に実施予定でしょうか。,,白峰信用リスク評価の提案書.pptx,提案書 | スケジュール,pptx,,,,,,,,,False,False,,False,False,False,False,False,False,False,,False,False,,single_or_short_text,table_lookup,explicit_document,document_qa,pptx,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,52,蒼樹会 みなみ野女性医療センターの今後の運用に関する記載の中で、データアステル側の役割として「別契約」と明記されているものを抽出してください。,,,,,,,,,,,,,False,False,,False,False,False,False,False,False,False,,False,False,,single_or_short_text,document_lookup,content_probe_required | insufficient_question_signal,document_qa,,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,53,TOTOのFR書にて記載のある選択特徴量のうち、ENG-FTはいくつありますか。,,,,,,,,,,,,,False,False,,False,False,False,False,False,False,False,,False,False,,single_or_short_text,document_lookup,content_probe_required | insufficient_question_signal,document_qa,,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,54,青潮モビリティサービスの基礎分析.docxのグラフ1で、x=3のときのyの値を小数第5位で答えてください。,,青潮モビリティサービスの基礎分析.docx,,docx,,,,,1 | 3 | 5,,,,False,False,,False,False,False,False,False,True,False,,False,True,,single_or_short_text,document_lookup,explicit_document | vision_required,image_ocr,docx,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,55,事後精算案件のうち、提案時の見積工数と最終報告で報告されている実績工数の乖離が最も大きい案件を主略称で挙げてください。,,,最終報告,,,,,,,,,,False,False,,False,False,False,False,False,False,False,,False,False,,list,document_lookup,semantic_document_guess,document_qa,,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,56,蒼泉会 ひがし丘総合病院の01_eda.ipynbにおける目的変数分析の可視化において、y軸に実際に表示されている目盛りの最大値は何ですか。,,ひがし丘総合病院の01_eda.ipynb,,ipynb,,,,,01,,,,False,False,,False,False,False,False,False,False,False,,False,False,,single_or_short_text,document_lookup,explicit_document,code_execution,ipynb | py,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,57,青葉のTXにて算出された回帰係数を用いて全データの予測値を計算し、正解データに対する F1 スコアが最大となるように閾値を設定したときの F1 スコアを答えてください。小数第5位まで求めてください。,,,,,,,F1,,1 | 5,,,,False,False,,False,False,False,False,False,False,False,,True,False,,single_or_short_text,calculation,content_probe_required | insufficient_question_signal,calculation,xlsx | csv | tsv,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,58,社内管理フォルダにあるFMにおいて、井上さんの向かいに座っている方のEXTを教えてください。,社内管理,,,,,,,,,,,,False,False,,False,False,False,False,False,False,向かい,向かい,False,False,社内,single_or_short_text,document_lookup,internal_scope_candidate | structure_or_style_required | vision_required,document_qa,,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,59,京ソのPP_final.pptxにおいて、この案件にかかる金額の提示がまとまっているのは何ページですか。,,京ソのPP_final.pptx,,pptx,,,,,,,,ページ,False,False,,False,False,False,False,False,False,False,,False,False,,single_or_short_text,document_lookup,explicit_document,document_qa | location_lookup,pptx | docx | pdf | xlsx | ipynb,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,60,白峰信用リスク評価の最終報告資料内で未完事項として挙げられているIDをすべて抽出してください。,,,最終報告,,,,,,,,,,False,False,,False,False,False,False,False,False,False,,False,False,,list,document_lookup,semantic_document_guess,document_qa,,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,61,京橋信用ソリューションズの分析コードにおいて、今回の学習で勾配ブースティング法のモデルに実際に渡される n_estimators、learning_rate、random_state はそれぞれいくつですか。設定ファイルに明示されていない値がある場合も、実行時にコード上で適用される値を含めて答えてください。,,,,,,,,,,,,,False,True,,False,False,False,False,False,False,False,,False,False,,single_or_short_text,table_lookup,multi_document_required | content_probe_required | insufficient_question_signal,code_execution,py | ipynb,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,62,青葉与信マネジメントの最終報告資料における、モデル比較で上位2件のスコア差を生んでいる設定差分は何ですか。,,,最終報告,,,,,,2,,,,True,True,,False,False,False,False,False,False,False,,True,False,,single_or_short_text,calculation,multi_document_required,diff_comparison | calculation,xlsx | csv | tsv | docx | pptx | pdf,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,63,青葉与信マネジメントのtrain.xlsxにて算出された回帰係数を使ってid=0を予測した場合の予測値はいくらになりますか。小数第5位まで求めてください。,,青葉与信マネジメントのtrain.xlsx,,xlsx,,,,,0 | 5,,,,False,False,,False,False,False,False,False,False,False,,False,False,,single_or_short_text,document_lookup,explicit_document,table_lookup,xlsx | csv | tsv,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,64,青潮モビリティサービスの最終報告PDFにおいて、将来のフェーズAとフェーズBを実施した場合の想定工数は合計で何時間ですか。,,,最終報告,,,,,,,,,,False,False,,False,False,False,False,False,False,False,,True,False,,single_or_short_text,calculation,semantic_document_guess,calculation,xlsx | csv | tsv,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,65,白峰信用リスク評価のtrain.xlsxにおいて、表示されている相関係数シートで、黄色ハイライトになっているセルの条件を答えてください。,,白峰信用リスク評価のtrain.xlsx,,xlsx,,,,,,,相関係数シート,,False,False,色 | ハイライト,True,False,False,True,False,False,False,,False,True,,single_or_short_text,structure_or_style,explicit_document | structure_or_style_required | vision_required,format_extraction | table_lookup,xlsx | docx | pptx | csv | tsv,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,66,京橋信用ソリューションズのEDAの日付分析の可視化において、件数が最も高いのは何日ですか。,,,,,,,,,,,,,False,False,,False,False,False,False,False,False,False,,True,False,,single_or_short_text,calculation,content_probe_required | insufficient_question_signal,calculation,xlsx | csv | tsv,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,67,完了案件のうち、社内管理のAPRでAPR-M2に該当する案件の中で、提案時金額とFR時の金額が異なる案件を案件略称ですべて挙げてください。,社内管理,,,,,,,,2,,,,False,False,,False,False,False,False,False,False,False,,False,False,社内,list,document_lookup,internal_scope_candidate,document_qa,,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,68,東都人材プラットフォームのデータサイエンス市場の未来予測.pdfにおいて、投資実装係数の計算式が記載されているページの数値情報を式に代入し、投資実装係数を小数で答えてください。,,東都人材プラットフォームのデータサイエンス市場の未来予測.pdf,,pdf,,,,,,,,ページ,False,False,,False,False,False,False,False,False,False,,True,False,,single_or_short_text,calculation,explicit_document,calculation | location_lookup,pdf | xlsx | csv | tsv | docx | pptx | ipynb,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,69,白峰信用リスク評価の最終報告資料において、パイロット運用は本番化スケジュール上で第何週目から第何週目に実施予定ですか。,,,最終報告 | スケジュール,,,,,,,,,,False,False,,False,False,False,False,False,False,False,,False,False,,single_or_short_text,document_lookup,semantic_document_guess,document_qa,,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,70,白峰信用リスク評価の5月27日の報告資料で Open として優先フォロー対象に挙げられているアクションIDの中で、会議録において完了となっていないIDを上げてください。,,,会議録,,,,,5月27日,5 | 27,,,,False,False,,False,False,False,False,False,False,False,,False,False,,list,document_lookup,semantic_document_guess,document_qa,,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,71,青嶺不動産アセットマネジメントの会議録の中で、太字、下線、イタリックのすべてに該当する箇所を抽出してください。,,,会議録,,,,,,,,,,False,False,太字 | 下線,False,True,True,False,False,False,False,,False,False,,list,structure_or_style,structure_or_style_required,format_extraction,docx | pptx,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,72,KSSにおいて、データエンジニアが担当するタスクIDはいくつありますか。,,,,,,,,,,,,,False,False,,False,False,False,False,False,False,False,,False,False,,single_or_short_text,table_lookup,content_probe_required | insufficient_question_signal,cross_file_aggregation | calculation,,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,73,恒一会のPPで言及されている One-Hot Encoding のカテゴリ数閾値を実装設定から確認したうえで、その条件により One-Hot Encoding の対象となるカテゴリ列をすべて答えてください。,,,,,,,,,,,,,False,False,,False,False,False,False,False,False,False,,False,False,,list,table_lookup,content_probe_required | insufficient_question_signal,table_lookup,xlsx | csv | tsv,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,74,青葉与信マネジメントの提案書_v1.pptxから提案書_v2.pptxに修正されたもののうち、案件遂行に関連する変更を挙げてください。,,青葉与信マネジメントの提案書_v1.pptxから提案書_v2.pptx,提案書,pptx,,,,,1 | 2,,,,False,False,,False,False,False,False,False,False,False,,False,False,,list,table_lookup,explicit_document,document_qa,pptx,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,75,MINAMINOのPP内のPL案において、モデル構築は第何週に実施することになっていますか。,,,,,,,,,,,,,False,False,,False,False,False,False,False,False,False,,False,False,,single_or_short_text,document_lookup,content_probe_required | insufficient_question_signal,document_qa,,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,76,"AOMINEの契約条件において、契約単価が現状よりも2,000円高く、実績工数が11.2時間少なかった場合、税込請求金額は、実際の税込請求金額と比べていくら変動しますか。",,,,,,,,,2 | 000 | 11.2,,,,False,False,,False,False,False,False,False,False,False,,False,False,,single_or_short_text,document_lookup,content_probe_required | insufficient_question_signal,document_qa,,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,77,蒼泉会 ひがし丘総合病院のtrain.xlsxのSheet2において、黄色ハイライトされている数値に対応するデータの抽出条件と集計内容を答えてください。,,ひがし丘総合病院のtrain.xlsx,,xlsx,,,,,2,,,,False,False,色 | ハイライト,True,False,False,True,False,False,False,,False,True,,single_or_short_text,structure_or_style,explicit_document | structure_or_style_required | vision_required,format_extraction | table_lookup,xlsx | docx | pptx | csv | tsv,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,78,ひがし丘の契約条件において、ACTHが200時間を超えた場合の精算方法に関する規定内容を答えてください。,,,,,,,,,200,,,,False,False,,False,False,False,False,False,False,False,,False,False,,single_or_short_text,document_lookup,content_probe_required | insufficient_question_signal,document_qa,,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,79,恒一会 かえで総合病院の計画フォルダ内において、データアステル側の担当者のうち、1タスク当たりの想定工数（想定工数 ÷ 担当タスク数）が最も大きい人のフルネームと、その1タスク当たりの想定工数を小数第2位で答えてください。ファイルに鍵がかかっている場合は社内管理を確認してください。,社内管理,,,,,,,,1 | 2,,,,False,False,,False,False,False,False,False,False,False,,False,False,社内,single_or_short_text,document_lookup,internal_scope_candidate,document_qa,,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,80,東都人材プラットフォームのtrain.xlsxにおいて、Sheet2の黄色にハイライトされたセルの抽出条件と集計内容を答えてください。,,東都人材プラットフォームのtrain.xlsx,,xlsx,,,,,2,,,,False,False,色 | ハイライト,True,False,False,True,False,False,False,,False,True,,single_or_short_text,structure_or_style,explicit_document | structure_or_style_required | vision_required,format_extraction | table_lookup,xlsx | docx | pptx | csv | tsv,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,81,京橋信用ソリューションズとの契約書において、太字で記載されている部分を抽出してください。,,,契約書,,,,,,,,,,False,False,太字,False,True,False,False,False,False,False,,False,False,,single_or_short_text,structure_or_style,structure_or_style_required,format_extraction,docx | pptx,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,82,蒼泉会 ひがし丘総合病院のスケジュール.xlsxにおいて、WBSシートでオレンジ色にハイライトされている行のタスクIDをすべて教えてください。,,ひがし丘総合病院のスケジュール.xlsx,スケジュール,xlsx,,,,,,,WBSシート,,False,False,色 | ハイライト,True,False,False,True,False,False,False,,False,True,,list,structure_or_style,explicit_document | structure_or_style_required | vision_required,format_extraction | table_lookup,xlsx | docx | pptx | csv | tsv,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,83,蒼樹会 みなみ野女性医療センターのtrain.xlsxにおいて、回帰分析の結果として記載されている係数をindex=1770のデータに当てはめたときの予測値はいくつですか。小数第5位まで答えてください。,,みなみ野女性医療センターのtrain.xlsx,,xlsx,,,,,1770 | 5,,,,False,False,,False,False,False,False,False,False,False,,False,False,,single_or_short_text,document_lookup,explicit_document,table_lookup,xlsx | csv | tsv,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,84,東都人材プラットフォームの最終報告書で分析結果が記載されている中で、モデル毎のF1スコアがランキング形式で記載されているページ数を教えてください。,,,最終報告 | 報告書,,,,,,1,,,ページ,False,False,,False,False,False,False,False,False,False,,False,False,,single_or_short_text,document_lookup,semantic_document_guess,document_qa | location_lookup,docx | pptx | pdf | xlsx | ipynb,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,85,青葉バイオメディカル機器の最終報告において、設定されたKPIとして未達成とされている項目を挙げてください。,,,最終報告,,,,,,,,,,False,False,,False,False,False,False,False,False,False,,False,False,,list,document_lookup,semantic_document_guess,document_qa,,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,86,各案件のPP・契約書・PLAN・FRにおいて、DA側の実施体制として役割付きで記載されている人物は全部で何人ですか。,,,契約書,,,,,,,,,,False,False,,False,False,False,False,False,False,False,,False,False,,single_or_short_text,document_lookup,semantic_document_guess,document_qa,,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,87,完了案件のうち、社内管理のAPRでAPR-M1に該当し、かつ顧客データのサンプル数が10000行以上の案件を、案件略称ですべて挙げてください。,社内管理,,,,,,,,1 | 10000,,,,False,False,,False,False,False,False,False,False,False,,False,False,社内,list,table_lookup,internal_scope_candidate,document_qa,,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,88,蒼樹会 みなみ野女性医療センターの提案書内のスケジュール案において、第5週目に実施することになっている項目は何ですか。,,,提案書 | スケジュール,,,,,,5,,,,False,False,,False,False,False,False,False,False,False,,False,False,,single_or_short_text,document_lookup,semantic_document_guess,document_qa,,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,89,京橋信用ソリューションズのスケジュール.xlsxにおいて、フェーズNo6にて最後に開始するタスク名は何ですか。,,京橋信用ソリューションズのスケジュール.xlsx,スケジュール,xlsx,,,,,6,,,,False,False,,False,False,False,False,False,False,False,,False,False,,single_or_short_text,document_lookup,explicit_document,table_lookup,xlsx | csv | tsv,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,90,青潮モビリティサービスのスケジュール.xlsxにおいて、バッファとして使用した工数の合計は何時間ですか。,,青潮モビリティサービスのスケジュール.xlsx,スケジュール,xlsx,,,,,,,,,False,False,,False,False,False,False,False,False,False,,True,False,,single_or_short_text,calculation,explicit_document,calculation | table_lookup,xlsx | csv | tsv,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,91,京橋信用ソリューションズの顧客データにおいて、目的変数と最も強い負の相関を持つカラムは何ですか。,,,,,,,,,,,,,False,False,,False,False,False,False,False,False,False,,False,False,,single_or_short_text,document_lookup,content_probe_required | insufficient_question_signal,code_execution,py | ipynb,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,92,恒一会 かえで総合病院案件において、マイルストーンID、タスクID、アクションIDの3種類のIDは合計でいくつ発行されていますか。マークダウンファイル以外から算出してください。,,,,,,,,,3,,,,False,False,,False,False,False,False,False,False,False,,True,False,,single_or_short_text,calculation,content_probe_required | insufficient_question_signal,cross_file_aggregation | calculation,xlsx | csv | tsv,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,93,蒼樹会 みなみ野女性医療センターのアクションIDA10の内容をそのまま抜き出してください。,,,,,,,,,10,,,,False,False,,False,False,False,False,False,False,False,,False,False,,single_or_short_text,document_lookup,content_probe_required | insufficient_question_signal,document_qa,,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,94,蒼樹会 みなみ野女性医療センターのスケジュール.xlsxにおいて、MS3に紐づくタスクのうち、ビジネスアナリストが関わっているタスクIDを答えてください。,,みなみ野女性医療センターのスケジュール.xlsx,スケジュール,xlsx,,,,,3,,,,False,False,,False,False,False,False,False,False,False,,False,False,,single_or_short_text,table_lookup,explicit_document,table_lookup,xlsx | csv | tsv,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,95,青嶺不動産アセットマネジメントのスケジュール_r1.xlsxとスケジュール_r2.xlsxを比較したとき、未着手から完了への変更を除いて、案件遂行に関連する変更点を挙げてください。,,青嶺不動産アセットマネジメントのスケジュール_r1.xlsxとスケジュール_r2.xlsx,スケジュール,xlsx,,,,,1 | 2,,,,True,True,,False,False,False,False,False,False,False,,False,False,,list,table_lookup,explicit_document | multi_document_required,diff_comparison | table_lookup,xlsx | csv | tsv | docx | pptx | pdf,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,96,青葉与信マネジメントのチェックポイント2として設定されている内容に関連するタスクIDを教えてください。,,,,,,,,,2,,,,False,False,,False,False,False,False,False,False,False,,False,False,,single_or_short_text,table_lookup,content_probe_required | insufficient_question_signal,document_qa,,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,97,青葉バイオメディカル機器のtrain.xlsxにおいて、黄色ハイライトが交差している2つのセルの値の差の絶対値を計算してください。,,青葉バイオメディカル機器のtrain.xlsx,,xlsx,,,,,2,,,,False,False,色 | ハイライト,True,False,False,True,False,False,False,,True,True,,single_or_short_text,calculation,explicit_document | structure_or_style_required | vision_required,format_extraction | calculation | table_lookup,xlsx | docx | pptx | csv | tsv,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,98,TM案件において、RATEが変更されたのは何年何月1日からと想定されますか。,,,,,,,,,1,,,,False,False,,False,False,False,False,False,False,False,,False,False,,single_or_short_text,document_lookup,content_probe_required | insufficient_question_signal,diff_comparison,docx | pptx | pdf | xlsx,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
test,99,蒼樹会 みなみ野女性医療センターの糖尿病統計情報調査結果において、死亡率が最も高い都道府県の死亡率は、4番目に低い都道府県の死亡率の何倍ですか。小数第2位まで求めてください。,,,,,,,,,4 | 2,,,,False,False,,False,False,False,False,False,False,False,,False,False,,single_or_short_text,document_lookup,content_probe_required | insufficient_question_signal,calculation,xlsx | csv | tsv,offline_regex_and_current_question_analysis,question csv + latest questions.py,medium,False
