dataset,question_id,candidate_rank,document_id,source_file,company,file_type,document_role,score,score_components,selection_reason,human_selected_match,label_available,generated_by,source,confidence,requires_manual_review
valid,21,7,file_4fe0dd886c669e57,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/03.データ/train.csv,医療法人社団 恒一会 かえで総合病院,.csv,data,10.0,"{""path_term_match"": 2.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 3.0, ""identifier_path_match"": 2.0}","path_term_match, required_file_type_match, route_kind_match, identifier_path_match",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,21,8,file_6bae87759176c513,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/03.データ/train.xlsx,医療法人社団 恒一会 かえで総合病院,.xlsx,data,10.0,"{""path_term_match"": 2.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 3.0, ""identifier_path_match"": 2.0}","path_term_match, required_file_type_match, route_kind_match, identifier_path_match",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,21,9,file_7adc687e255c7e58,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/data/train.csv,医療法人社団 恒一会 かえで総合病院,.csv,data,10.0,"{""path_term_match"": 2.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 3.0, ""identifier_path_match"": 2.0}","path_term_match, required_file_type_match, route_kind_match, identifier_path_match",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,21,10,file_8726afc0efe9d707,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/02.計画/スケジュール.xlsx,医療法人社団 蒼樹会 みなみ野女性医療センター,.xlsx,schedule,10.0,"{""path_term_match"": 2.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 3.0, ""identifier_path_match"": 2.0}","path_term_match, required_file_type_match, route_kind_match, identifier_path_match",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,22,1,file_0783e32af794bbe2,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/notebooks/01_eda.ipynb,京橋信用ソリューションズ株式会社,.ipynb,analysis,18.0,"{""path_term_match"": 2.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 3.0, ""identifier_path_match"": 2.0, ""content_bm25"": 8.0}","path_term_match, required_file_type_match, route_kind_match, identifier_path_match, content_bm25",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,22,2,file_85e62a06cafe5ae7,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/notebooks/01_eda.ipynb,医療法人社団 恒一会 かえで総合病院,.ipynb,analysis,18.0,"{""path_term_match"": 2.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 3.0, ""identifier_path_match"": 2.0, ""content_bm25"": 8.0}","path_term_match, required_file_type_match, route_kind_match, identifier_path_match, content_bm25",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,22,3,file_6d3070cd9e872c23,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/notebooks/01_eda.ipynb,医療法人社団 蒼樹会 みなみ野女性医療センター,.ipynb,analysis,18.0,"{""path_term_match"": 2.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 3.0, ""identifier_path_match"": 2.0, ""content_bm25"": 8.0}","path_term_match, required_file_type_match, route_kind_match, identifier_path_match, content_bm25",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,22,4,file_8f17c170486dd8ad,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/notebooks/01_eda.ipynb,医療法人社団 蒼泉会 ひがし丘総合病院,.ipynb,analysis,18.0,"{""path_term_match"": 2.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 3.0, ""identifier_path_match"": 2.0, ""content_bm25"": 8.0}","path_term_match, required_file_type_match, route_kind_match, identifier_path_match, content_bm25",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,22,5,file_dbc8be5d37bc70da,data/raw/share/share/共有ドライブ/プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/notebooks/01_eda.ipynb,株式会社東都人材プラットフォーム,.ipynb,analysis,18.0,"{""path_term_match"": 2.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 3.0, ""identifier_path_match"": 2.0, ""content_bm25"": 8.0}","path_term_match, required_file_type_match, route_kind_match, identifier_path_match, content_bm25",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,22,6,file_2b94fecbbe587f21,data/raw/share/share/共有ドライブ/プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/notebooks/01_eda.ipynb,株式会社青嶺不動産アセットマネジメント,.ipynb,analysis,18.0,"{""path_term_match"": 2.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 3.0, ""identifier_path_match"": 2.0, ""content_bm25"": 8.0}","path_term_match, required_file_type_match, route_kind_match, identifier_path_match, content_bm25",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,22,7,file_f744d2ce7a347ad2,data/raw/share/share/共有ドライブ/プロジェクト/株式会社青潮モビリティサービス/04.分析/analysis_project/notebooks/01_eda.ipynb,株式会社青潮モビリティサービス,.ipynb,analysis,18.0,"{""path_term_match"": 2.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 3.0, ""identifier_path_match"": 2.0, ""content_bm25"": 8.0}","path_term_match, required_file_type_match, route_kind_match, identifier_path_match, content_bm25",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,22,8,file_16463dfce5216836,data/raw/share/share/共有ドライブ/プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_project/notebooks/01_eda.ipynb,白峰信用リスク評価株式会社,.ipynb,analysis,18.0,"{""path_term_match"": 2.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 3.0, ""identifier_path_match"": 2.0, ""content_bm25"": 8.0}","path_term_match, required_file_type_match, route_kind_match, identifier_path_match, content_bm25",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,22,9,file_98277b2c749a8460,data/raw/share/share/共有ドライブ/プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_project/notebooks/01_eda_old.ipynb,白峰信用リスク評価株式会社,.ipynb,analysis,18.0,"{""path_term_match"": 2.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 3.0, ""identifier_path_match"": 2.0, ""content_bm25"": 8.0}","path_term_match, required_file_type_match, route_kind_match, identifier_path_match, content_bm25",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,22,10,file_19f178a22d2fdecf,data/raw/share/share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/notebooks/01_eda.ipynb,青葉与信マネジメント株式会社,.ipynb,analysis,18.0,"{""path_term_match"": 2.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 3.0, ""identifier_path_match"": 2.0, ""content_bm25"": 8.0}","path_term_match, required_file_type_match, route_kind_match, identifier_path_match, content_bm25",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,23,1,file_69289dcd3ecabac0,data/raw/share/share/共有ドライブ/プロジェクト/株式会社東都人材プラットフォーム/00.提案/データサイエンティスト調査.docx,株式会社東都人材プラットフォーム,.docx,proposal,17.5,"{""path_term_match"": 2.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 2.5, ""identifier_path_match"": 2.0, ""content_bm25"": 8.0}","path_term_match, required_file_type_match, route_kind_match, identifier_path_match, content_bm25",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,23,2,file_8fb18453764bc6db,data/raw/share/share/共有ドライブ/社内管理/社内用語集.docx,社内管理,.docx,management,14.7316,"{""path_term_match"": 2.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 2.5, ""identifier_path_match"": 2.0, ""content_bm25"": 5.231591166948674}","path_term_match, required_file_type_match, route_kind_match, identifier_path_match, content_bm25",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,23,3,file_cc8e97e3d637960f,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/06.報告書/医療法人社団 恒一会 かえで総合病院_最終報告.pptx,医療法人社団 恒一会 かえで総合病院,.pptx,report,14.4648,"{""path_term_match"": 2.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 2.5, ""content_bm25"": 6.964779173310457}","path_term_match, required_file_type_match, route_kind_match, content_bm25",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,23,4,file_3214e231bd5034de,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/05.会議/報告資料/報告資料_2025-09-16.docx,医療法人社団 恒一会 かえで総合病院,.docx,meeting,14.3669,"{""path_term_match"": 2.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 2.5, ""identifier_path_match"": 2.0, ""content_bm25"": 4.866896601141716}","path_term_match, required_file_type_match, route_kind_match, identifier_path_match, content_bm25",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,23,5,file_ef6b3d40c6cbf84f,data/raw/share/share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/05.会議/報告資料/報告資料_2025-04-09.docx,青葉与信マネジメント株式会社,.docx,meeting,14.3024,"{""path_term_match"": 2.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 2.5, ""identifier_path_match"": 2.0, ""content_bm25"": 4.802436432327409}","path_term_match, required_file_type_match, route_kind_match, identifier_path_match, content_bm25",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,23,6,file_68c8fede4948d806,data/raw/share/share/共有ドライブ/プロジェクト/株式会社青葉バイオメディカル機器/05.会議/報告資料/報告資料_2025-07-11.docx,株式会社青葉バイオメディカル機器,.docx,meeting,14.0829,"{""path_term_match"": 2.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 2.5, ""identifier_path_match"": 2.0, ""content_bm25"": 4.582927458911955}","path_term_match, required_file_type_match, route_kind_match, identifier_path_match, content_bm25",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,23,7,file_bf3657e26a136347,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/00.提案/糖尿病統計情報.docx,医療法人社団 蒼樹会 みなみ野女性医療センター,.docx,proposal,13.7871,"{""path_term_match"": 2.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 2.5, ""identifier_path_match"": 2.0, ""content_bm25"": 4.287094606101}","path_term_match, required_file_type_match, route_kind_match, identifier_path_match, content_bm25",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,23,8,file_d72ac8163b01ef72,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/00.提案/提案書.pptx,医療法人社団 恒一会 かえで総合病院,.pptx,proposal,13.7858,"{""path_term_match"": 2.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 2.5, ""content_bm25"": 6.285761311402538}","path_term_match, required_file_type_match, route_kind_match, content_bm25",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,23,9,file_dfcdb508120d023c,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/06.報告書/京橋信用ソリューションズ株式会社_最終報告.pptx,京橋信用ソリューションズ株式会社,.pptx,report,13.4722,"{""path_term_match"": 2.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 2.5, ""content_bm25"": 5.972220028868058}","path_term_match, required_file_type_match, route_kind_match, content_bm25",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,23,10,file_58533c3139b39f95,data/raw/share/share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/05.会議/報告資料/報告資料_2025-04-29.docx,青葉与信マネジメント株式会社,.docx,meeting,13.4224,"{""path_term_match"": 2.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 2.5, ""identifier_path_match"": 2.0, ""content_bm25"": 3.9224408054798188}","path_term_match, required_file_type_match, route_kind_match, identifier_path_match, content_bm25",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,24,1,file_0783e32af794bbe2,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/notebooks/01_eda.ipynb,京橋信用ソリューションズ株式会社,.ipynb,analysis,26.0,"{""path_term_match"": 2.0, ""document_hint_match"": 8.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 3.0, ""identifier_path_match"": 2.0, ""content_bm25"": 8.0}","path_term_match, document_hint_match, required_file_type_match, route_kind_match, identifier_path_match, content_bm25",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,24,2,file_85e62a06cafe5ae7,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/notebooks/01_eda.ipynb,医療法人社団 恒一会 かえで総合病院,.ipynb,analysis,26.0,"{""path_term_match"": 2.0, ""document_hint_match"": 8.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 3.0, ""identifier_path_match"": 2.0, ""content_bm25"": 8.0}","path_term_match, document_hint_match, required_file_type_match, route_kind_match, identifier_path_match, content_bm25",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,24,3,file_6d3070cd9e872c23,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/04.分析/analysis_project/notebooks/01_eda.ipynb,医療法人社団 蒼樹会 みなみ野女性医療センター,.ipynb,analysis,26.0,"{""path_term_match"": 2.0, ""document_hint_match"": 8.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 3.0, ""identifier_path_match"": 2.0, ""content_bm25"": 8.0}","path_term_match, document_hint_match, required_file_type_match, route_kind_match, identifier_path_match, content_bm25",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,24,4,file_8f17c170486dd8ad,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/04.分析/analysis_project/notebooks/01_eda.ipynb,医療法人社団 蒼泉会 ひがし丘総合病院,.ipynb,analysis,26.0,"{""path_term_match"": 2.0, ""document_hint_match"": 8.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 3.0, ""identifier_path_match"": 2.0, ""content_bm25"": 8.0}","path_term_match, document_hint_match, required_file_type_match, route_kind_match, identifier_path_match, content_bm25",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,24,5,file_dbc8be5d37bc70da,data/raw/share/share/共有ドライブ/プロジェクト/株式会社東都人材プラットフォーム/04.分析/analysis_project/notebooks/01_eda.ipynb,株式会社東都人材プラットフォーム,.ipynb,analysis,26.0,"{""path_term_match"": 2.0, ""document_hint_match"": 8.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 3.0, ""identifier_path_match"": 2.0, ""content_bm25"": 8.0}","path_term_match, document_hint_match, required_file_type_match, route_kind_match, identifier_path_match, content_bm25",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,24,6,file_2b94fecbbe587f21,data/raw/share/share/共有ドライブ/プロジェクト/株式会社青嶺不動産アセットマネジメント/04.分析/analysis_project/notebooks/01_eda.ipynb,株式会社青嶺不動産アセットマネジメント,.ipynb,analysis,26.0,"{""path_term_match"": 2.0, ""document_hint_match"": 8.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 3.0, ""identifier_path_match"": 2.0, ""content_bm25"": 8.0}","path_term_match, document_hint_match, required_file_type_match, route_kind_match, identifier_path_match, content_bm25",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,24,7,file_f744d2ce7a347ad2,data/raw/share/share/共有ドライブ/プロジェクト/株式会社青潮モビリティサービス/04.分析/analysis_project/notebooks/01_eda.ipynb,株式会社青潮モビリティサービス,.ipynb,analysis,26.0,"{""path_term_match"": 2.0, ""document_hint_match"": 8.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 3.0, ""identifier_path_match"": 2.0, ""content_bm25"": 8.0}","path_term_match, document_hint_match, required_file_type_match, route_kind_match, identifier_path_match, content_bm25",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,24,8,file_16463dfce5216836,data/raw/share/share/共有ドライブ/プロジェクト/白峰信用リスク評価株式会社/04.分析/analysis_project/notebooks/01_eda.ipynb,白峰信用リスク評価株式会社,.ipynb,analysis,26.0,"{""path_term_match"": 2.0, ""document_hint_match"": 8.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 3.0, ""identifier_path_match"": 2.0, ""content_bm25"": 8.0}","path_term_match, document_hint_match, required_file_type_match, route_kind_match, identifier_path_match, content_bm25",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,24,9,file_19f178a22d2fdecf,data/raw/share/share/共有ドライブ/プロジェクト/青葉与信マネジメント株式会社/04.分析/analysis_project/notebooks/01_eda.ipynb,青葉与信マネジメント株式会社,.ipynb,analysis,26.0,"{""path_term_match"": 2.0, ""document_hint_match"": 8.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 3.0, ""identifier_path_match"": 2.0, ""content_bm25"": 8.0}","path_term_match, document_hint_match, required_file_type_match, route_kind_match, identifier_path_match, content_bm25",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,24,10,file_bf15b15d5d3aa360,data/raw/share/share/共有ドライブ/プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_project/notebooks/01_eda.ipynb,株式会社青葉バイオメディカル機器,.ipynb,analysis,18.0,"{""path_term_match"": 2.0, ""document_hint_match"": 8.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 3.0, ""identifier_path_match"": 2.0}","path_term_match, document_hint_match, required_file_type_match, route_kind_match, identifier_path_match",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,25,1,file_69289dcd3ecabac0,data/raw/share/share/共有ドライブ/プロジェクト/株式会社東都人材プラットフォーム/00.提案/データサイエンティスト調査.docx,株式会社東都人材プラットフォーム,.docx,proposal,15.5,"{""path_term_match"": 2.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 2.5, ""content_bm25"": 8.0}","path_term_match, required_file_type_match, route_kind_match, content_bm25",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,25,2,file_8e7f976c6bf62fb6,data/raw/share/share/共有ドライブ/プロジェクト/株式会社東都人材プラットフォーム/00.提案/提案書.pptx,株式会社東都人材プラットフォーム,.pptx,proposal,15.5,"{""path_term_match"": 2.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 2.5, ""content_bm25"": 8.0}","path_term_match, required_file_type_match, route_kind_match, content_bm25",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,25,3,file_be1cc2431b394277,data/raw/share/share/共有ドライブ/プロジェクト/株式会社東都人材プラットフォーム/06.報告書/株式会社東都人材プラットフォーム_最終報告.pptx,株式会社東都人材プラットフォーム,.pptx,report,15.5,"{""path_term_match"": 2.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 2.5, ""content_bm25"": 8.0}","path_term_match, required_file_type_match, route_kind_match, content_bm25",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,25,4,file_3a4964aae9b99206,data/raw/share/share/共有ドライブ/プロジェクト/株式会社東都人材プラットフォーム/03.データ/train.xlsx,株式会社東都人材プラットフォーム,.xlsx,data,14.3419,"{""path_term_match"": 2.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 5.5, ""content_bm25"": 3.841936047471098}","path_term_match, required_file_type_match, route_kind_match, content_bm25",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,25,5,file_bf3657e26a136347,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/00.提案/糖尿病統計情報.docx,医療法人社団 蒼樹会 みなみ野女性医療センター,.docx,proposal,11.85,"{""path_term_match"": 2.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 2.5, ""content_bm25"": 4.3500470387655366}","path_term_match, required_file_type_match, route_kind_match, content_bm25",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,25,6,file_d4f158e3db0aba5f,data/raw/share/share/共有ドライブ/プロジェクト/株式会社東都人材プラットフォーム/05.会議/会議録/会議録_2025-09-08.docx,株式会社東都人材プラットフォーム,.docx,meeting,11.4183,"{""path_term_match"": 2.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 2.5, ""content_bm25"": 3.9182699253658866}","path_term_match, required_file_type_match, route_kind_match, content_bm25",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,25,7,file_1aff1b560a3f2e24,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/00.提案/提案書_final.pptx,京橋信用ソリューションズ株式会社,.pptx,proposal,11.3299,"{""path_term_match"": 2.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 2.5, ""content_bm25"": 3.829909337371648}","path_term_match, required_file_type_match, route_kind_match, content_bm25",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,25,8,file_7f6ba34feefeb01a,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/00.提案/提案書_v1.pptx,京橋信用ソリューションズ株式会社,.pptx,proposal,11.3299,"{""path_term_match"": 2.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 2.5, ""content_bm25"": 3.829909337371648}","path_term_match, required_file_type_match, route_kind_match, content_bm25",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,25,9,file_d091379932502212,data/raw/share/share/共有ドライブ/プロジェクト/株式会社東都人材プラットフォーム/02.計画/スケジュール.xlsx,株式会社東都人材プラットフォーム,.xlsx,schedule,10.5,"{""path_term_match"": 2.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 5.5}","path_term_match, required_file_type_match, route_kind_match",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,25,10,file_c69eaac534a38cd3,data/raw/share/share/共有ドライブ/プロジェクト/株式会社青嶺不動産アセットマネジメント/02.計画/スケジュール_r1.xlsx,株式会社青嶺不動産アセットマネジメント,.xlsx,schedule,10.5,"{""path_term_match"": 2.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 5.5}","path_term_match, required_file_type_match, route_kind_match",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,26,1,file_da1753f8f671148e,data/raw/share/share/共有ドライブ/プロジェクト/株式会社青葉バイオメディカル機器/03.データ/train.csv,株式会社青葉バイオメディカル機器,.csv,data,14.0273,"{""path_term_match"": 2.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 3.0, ""identifier_path_match"": 2.0, ""content_bm25"": 4.027253802861049}","path_term_match, required_file_type_match, route_kind_match, identifier_path_match, content_bm25",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,26,2,file_3791a5988f6ec0ed,data/raw/share/share/共有ドライブ/プロジェクト/株式会社青葉バイオメディカル機器/03.データ/train.xlsx,株式会社青葉バイオメディカル機器,.xlsx,data,13.979,"{""path_term_match"": 2.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 3.0, ""identifier_path_match"": 2.0, ""content_bm25"": 3.9790141496777887}","path_term_match, required_file_type_match, route_kind_match, identifier_path_match, content_bm25",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,26,3,file_bef0e7646500c137,data/raw/share/share/共有ドライブ/プロジェクト/株式会社青葉バイオメディカル機器/04.分析/analysis_project/data/train.csv,株式会社青葉バイオメディカル機器,.csv,data,13.9529,"{""path_term_match"": 2.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 3.0, ""identifier_path_match"": 2.0, ""content_bm25"": 3.9528534218410156}","path_term_match, required_file_type_match, route_kind_match, identifier_path_match, content_bm25",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,26,4,file_8fd0e20487420b74,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/03.データ/train.csv,京橋信用ソリューションズ株式会社,.csv,data,10.0,"{""path_term_match"": 2.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 3.0, ""identifier_path_match"": 2.0}","path_term_match, required_file_type_match, route_kind_match, identifier_path_match",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,26,5,file_e0021d6b69bfbbc7,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_outputs/experiments/leaderboard.csv,京橋信用ソリューションズ株式会社,.csv,analysis,10.0,"{""path_term_match"": 2.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 3.0, ""identifier_path_match"": 2.0}","path_term_match, required_file_type_match, route_kind_match, identifier_path_match",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,26,6,file_d5e7d14b53826dc9,data/raw/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/04.分析/analysis_project/data/train.csv,京橋信用ソリューションズ株式会社,.csv,data,10.0,"{""path_term_match"": 2.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 3.0, ""identifier_path_match"": 2.0}","path_term_match, required_file_type_match, route_kind_match, identifier_path_match",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,26,7,file_4fe0dd886c669e57,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/03.データ/train.csv,医療法人社団 恒一会 かえで総合病院,.csv,data,10.0,"{""path_term_match"": 2.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 3.0, ""identifier_path_match"": 2.0}","path_term_match, required_file_type_match, route_kind_match, identifier_path_match",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,26,8,file_6bae87759176c513,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/03.データ/train.xlsx,医療法人社団 恒一会 かえで総合病院,.xlsx,data,10.0,"{""path_term_match"": 2.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 3.0, ""identifier_path_match"": 2.0}","path_term_match, required_file_type_match, route_kind_match, identifier_path_match",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,26,9,file_052e4c42d93e6822,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_outputs/experiments/leaderboard.csv,医療法人社団 恒一会 かえで総合病院,.csv,analysis,10.0,"{""path_term_match"": 2.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 3.0, ""identifier_path_match"": 2.0}","path_term_match, required_file_type_match, route_kind_match, identifier_path_match",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,26,10,file_7adc687e255c7e58,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/04.分析/analysis_project/data/train.csv,医療法人社団 恒一会 かえで総合病院,.csv,data,10.0,"{""path_term_match"": 2.0, ""required_file_type_match"": 3.0, ""route_kind_match"": 3.0, ""identifier_path_match"": 2.0}","path_term_match, required_file_type_match, route_kind_match, identifier_path_match",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,27,1,file_3214e231bd5034de,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/05.会議/報告資料/報告資料_2025-09-16.docx,医療法人社団 恒一会 かえで総合病院,.docx,meeting,10.0,"{""path_term_match"": 2.0, ""content_bm25"": 8.0}","path_term_match, content_bm25",False,False,current_candidate_files_for_question,latest planner.py,high,False
valid,27,2,file_cc8e97e3d637960f,data/raw/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/06.報告書/医療法人社団 恒一会 かえで総合病院_最終報告.pptx,医療法人社団 恒一会 かえで総合病院,.pptx,report,10.0,"{""path_term_match"": 2.0, ""content_bm25"": 8.0}","path_term_match, content_bm25",False,False,current_candidate_files_for_question,latest planner.py,high,False
