project,document_kind,source_path,file_name,meeting_id,date,page,has_progress_summary,has_action,has_comment,has_checkpoint,text
京橋信用ソリューションズ株式会社,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-11-11.pdf.md,会議録_2025-11-11.pdf.md,M03,2025-11-11,9,False,True,False,False,"8. クロージング • クロージング決定事項 o 本会議をもって「最終報告書および関連成果物を提出」したことを 確認。検収の最終可否は 2025-11-12(A11)で確定する。 o 検収完了(受入)後、契約に基づき乙が検収金請求を実施し( A12)、 支払処理を行う。 • 引き継ぎ(ハンドオーバー)状況 o 成果物保管場所(参照): artifacts/analysis_outputs/, artifacts/reports/, artifacts/meeting_minutes/ に最終版を格納済。ア クセス権は単一正本の管理に従う。 o 再現性資料・前処理コード・実行ログ: artifacts に保存済。甲による 再現確認(A11)を経てクローズ。 o パイロット/本番化の要望・問い合わせは、甲側窓口: 高橋 恒一(課 長)→ 乙側窓口: 佐藤 健一(PM)で対応するルートで合意。 • ポストプロジェクト連絡先(運用後サポート/見積依頼) o 株式会社データアステル(乙): 佐藤 健一(PM、窓口) o 京橋信用ソリューションズ(甲): 高橋 恒一(課長、検収窓口) • 備考 o 本会議で合意した次段階(パイロット設計、追加公平性分析、検収 処理)は上記アクションにて管理する。検収可否判定後にプロジェ クトは正式クローズとなる。 以上、M03(最終報告・検収会)の議事録を作成しました。"
京橋信用ソリューションズ株式会社,report_pack,data/processed/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/報告資料/報告資料_2025-10-01.docx.md,報告資料_2025-10-01.docx.md,M01,2025-10-01,1,False,False,False,True,# Word Markdown: 報告資料_2025-10-01.docx ## Source - raw_path: `share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/報告資料/報告資料_2025-10-01.docx` - source_sha1: `20e6c8c47f0425e8eb9f8c824481f42d183ae21e` - paragraph_count: 83 - table_count: 0 - image_count: 0 ## Body <!-- block_index=1 type=paragraph style=Heading 1 --> ## 分析進捗報告書 <!-- block_index=2 type=paragraph style=Heading 2 --> ## 1. 報告サマリー <!-- block_index=3 type=paragraph style=Compact --> チェックポイント: M01(キックオフ)実施日 2025-10-01 <!-- block_index=4 type=paragraph style=Compact --> 報告対象期間: 2025-10-01 ~ 2025-10-01 <!-- block_index=5 type=paragraph style=Compact --> 当日状況(要旨): <!-- block_index=6 type=paragraph style=Compact --> キックオフ(M01)を実施(会議自体は計画どおり、ただし議事録は未作成/保存されていません)。 <!-- block_index=7 type=paragraph style=Compact --> キックオフ時点では、分析結果ではなく前提確認・データ受領・レビュー計画を共有する。 <!-- block_index=8 type=paragraph style=Compact --> 決定待ち項目(業務目的の最終確定、カラム定義の正式承認、レビュー日程・検収窓口など)は未だ正式記録がないためフォローが必要です(詳細は「未解決事項」参照)。 <!-- block_index=9 type=paragraph style=Heading 2 --> ## 2. 進捗状況 <!-- block_index=10 type=paragraph style=Compact --> マイルストーン対応状況(スケジュール参照) <!-- block_index=11 type=paragraph style=Compact --> MS1 キックオフ完了(予定日: 2025-10-01): 実施済(会議は開催、議事録未提出) <!-- block_index
京橋信用ソリューションズ株式会社,report_pack,data/processed/share/share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/報告資料/報告資料_2025-10-29.docx.md,報告資料_2025-10-29.docx.md,M02,2025-10-29,1,False,True,False,True,"# Word Markdown: 報告資料_2025-10-29.docx ## Source - raw_path: `share/共有ドライブ/プロジェクト/京橋信用ソリューションズ株式会社/05.会議/報告資料/報告資料_2025-10-29.docx` - source_sha1: `5708108e4e8d073214c148baad893a2c6738d904` - paragraph_count: 125 - table_count: 0 - image_count: 0 ## Body <!-- block_index=1 type=paragraph style=Heading 1 --> ## 分析進捗報告書 <!-- block_index=2 type=paragraph style=First Paragraph --> 会議ID: M02(中間報告) 会議日: 2025-10-29 報告対象期間: 2025-10-01 ~ 2025-10-29 <!-- block_index=3 type=paragraph style=Normal --> <!-- block_index=4 type=paragraph style=Heading 2 --> ## 1. 報告サマリー <!-- block_index=5 type=paragraph style=Compact --> 本中間チェックポイント(M02)時点で、データ受領・EDA・モデル比較を実施し、成果物(artifacts/analysis_outputs/experiments/leaderboard.csv 等)を出力しています(出力参照: artifacts/analysis_outputs/experiments)。 <!-- block_index=6 type=paragraph style=Compact --> 代表的評価指標(leaderboard.csv の trial_index 1〜5 より): <!-- block_index=7 type=paragraph style=Compact --> レコード数: 27,128 件 <!-- block_index=8 type=paragraph style=Compact --> 学習行数(train_rows): 21,702 件 <!-- block_index=9 type=paragraph style=Compact --> 検証行数(test_rows): 5,426 件 <!-- block_index=10 type=paragraph style=Compact --> モデル種別: random_forest(trial_index 1〜5 の最良) <!-- block_i"
医療法人社団 恒一会 かえで総合病院,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/05.会議/会議録/会議録_2025-09-02.docx.md,会議録_2025-09-02.docx.md,M01,2025-09-02,1,True,True,False,True,# Word Markdown: 会議録_2025-09-02.docx ## Source - raw_path: `share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/05.会議/会議録/会議録_2025-09-02.docx` - source_sha1: `e12b16f00aa75918dad7547f0b93313b448b6ac3` - paragraph_count: 67 - table_count: 1 - image_count: 0 ## Body <!-- block_index=1 type=paragraph style=Heading 1 --> ## 会議録 <!-- block_index=2 type=paragraph style=Heading 2 --> ## 1. 会議情報 <!-- block_index=3 type=paragraph style=Compact --> 会議ID: M01 <!-- block_index=4 type=paragraph style=Compact --> 種類: キックオフ <!-- block_index=5 type=paragraph style=Compact --> 日付: 2025-09-02 <!-- block_index=6 type=paragraph style=Compact --> 目的: プロジェクト開始にあたり目的変数 disease の定義とスコープ、成果物、進め方を確認し、データ受領と初期課題管理を開始する <!-- block_index=7 type=paragraph style=Compact --> 出席者: <!-- block_index=8 type=paragraph style=Compact --> 顧客(医療法人社団 恒一会 かえで総合病院)主担当: 柴田 海斗(室長) <!-- block_index=9 type=paragraph style=Compact --> 医療情報分析室 関係者: TODO <!-- block_index=10 type=paragraph style=Compact --> 株式会社データアステル: 佐藤 健一(PM)、山本 彩乃(リードDS)、斎藤 悠斗(データエンジニア) <!-- block_index=11 type=paragraph style=Compact --> 他(参照用): 松本 真央(ビジネスアナリスト)、池田 直哉(QAレビューア)※いずれもプロジェクト体制参照 <!-- block_index=12 type=paragraph style=Heading 2 --> ## 2. 議題 <!-- block_index=1
医療法人社団 恒一会 かえで総合病院,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/05.会議/会議録/会議録_2025-09-16.docx.md,会議録_2025-09-16.docx.md,M02,2025-09-16,1,True,True,False,True,# Word Markdown: 会議録_2025-09-16.docx ## Source - raw_path: `share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/05.会議/会議録/会議録_2025-09-16.docx` - source_sha1: `b9c145f072d7a5f9d7a6efc2640fd7288a7e4638` - paragraph_count: 75 - table_count: 1 - image_count: 0 ## Body <!-- block_index=1 type=paragraph style=Heading 1 --> ## 会議録 <!-- block_index=2 type=paragraph style=Heading 2 --> ## 1. 会議情報 <!-- block_index=3 type=paragraph style=Compact --> 会議ID: M02 <!-- block_index=4 type=paragraph style=Compact --> 種類: 中間レビュー <!-- block_index=5 type=paragraph style=Compact --> 日付: 2025-09-16 <!-- block_index=6 type=paragraph style=Compact --> 目的: 第3週の節目でデータ理解結果、前処理方針、初期モデル評価を共有し、Recall重視の評価観点で論点整理を行う <!-- block_index=7 type=paragraph style=Compact --> 期待決定事項: 前処理方針の確定/比較対象モデルの継続候補選定/中間論点と追加確認事項の合意 <!-- block_index=8 type=paragraph style=Compact --> 出席者: <!-- block_index=9 type=paragraph style=Compact --> 顧客主担当: 柴田 海斗(室長) <!-- block_index=10 type=paragraph style=Compact --> 医療情報分析室 関係者: 医療側関係者(参加者名は顧客側にて追加共有) <!-- block_index=11 type=paragraph style=Compact --> 株式会社データアステル: 佐藤 健一(PM)、山本 彩乃(リードDS)、松本 真央(ビジネスアナリスト)、斎藤 悠斗(データエンジニア)、池田 直哉(QA) <!-- block_index=12 type=paragraph style=Heading 2 --> ## 2. 議題 <!-- bloc
医療法人社団 恒一会 かえで総合病院,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/05.会議/会議録/会議録_2025-09-30.docx.md,会議録_2025-09-30.docx.md,M03,2025-09-30,1,True,True,True,True,# Word Markdown: 会議録_2025-09-30.docx ## Source - raw_path: `share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/05.会議/会議録/会議録_2025-09-30.docx` - source_sha1: `4c80f60311ead4c0b133cbf97c7276316920cc70` - paragraph_count: 82 - table_count: 1 - image_count: 0 ## Body <!-- block_index=1 type=paragraph style=Heading 1 --> ## 会議録 <!-- block_index=2 type=paragraph style=Heading 2 --> ## 1. 会議情報 <!-- block_index=3 type=paragraph style=Compact --> 会議ID: M03 <!-- block_index=4 type=paragraph style=Compact --> 種類: 最終報告会 <!-- block_index=5 type=paragraph style=Compact --> 日付: 2025-09-30 <!-- block_index=6 type=paragraph style=Compact --> 目的: 第5週の最終成果確認として分析結果と解釈と業務活用可否判断材料を報告し納品前の最終確認を行う <!-- block_index=7 type=paragraph style=Compact --> 出席者: <!-- block_index=8 type=paragraph style=Compact --> 顧客(医療法人社団 恒一会 かえで総合病院)主担当: 柴田 海斗(室長) <!-- block_index=9 type=paragraph style=Compact --> 医療情報分析室 責任者: TODO <!-- block_index=10 type=paragraph style=Compact --> エグゼクティブスポンサー: 山田 直樹(株式会社データアステル) <!-- block_index=11 type=paragraph style=Compact --> PM: 佐藤 健一(株式会社データアステル) <!-- block_index=12 type=paragraph style=Compact --> リードDS: 山本 彩乃(株式会社データアステル) <!-- block_index=13 type=paragraph style=Compact --> ビジネスアナリスト: 松本 真央(株
医療法人社団 恒一会 かえで総合病院,report_pack,data/processed/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/05.会議/報告資料/報告資料_2025-09-02.docx.md,報告資料_2025-09-02.docx.md,M01,2025-09-02,1,False,False,False,True,# Word Markdown: 報告資料_2025-09-02.docx ## Source - raw_path: `share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/05.会議/報告資料/報告資料_2025-09-02.docx` - source_sha1: `3f6905c4f91c2a0a868730235b7fcc34fd70c884` - paragraph_count: 90 - table_count: 0 - image_count: 0 ## Body <!-- block_index=1 type=paragraph style=Heading 1 --> ## 分析進捗報告書 <!-- block_index=2 type=paragraph style=First Paragraph --> (チェックポイント: M01 キックオフ / 日付: 2025-09-02 / 報告対象期間: 2025-09-02 to 2025-09-02) (ステージ: kickoff / 実装状況: planning_only / 実験結果可視性: no_model_results) <!-- block_index=3 type=paragraph style=Normal --> <!-- block_index=4 type=paragraph style=Heading 2 --> ## 1. 報告サマリー <!-- block_index=5 type=paragraph style=Compact --> 2025-09-02 にキックオフ(Meeting ID: M01)を実施(本報告は当日状態の中間報告)。Report facts JSON の checkpoint による記録を基に作成。 <!-- block_index=6 type=paragraph style=Compact --> 現時点は「キックオフ/立上げ段階(pre-implementation)」であり、モデル学習や評価スコアは未実施・未報告です(analysis.checkpoint_stage = “kickoff”、results_visibility = “no_model_results”、implementation_status = “planning_only”)。 <!-- block_index=7 type=paragraph style=Compact --> 直近の運用事項は「分析計画書の確定」「データ受領・読込確認」「初期課題の管理開始」であり、優先的に着手します。 <!-- block_index=8 type=paragraph style=Compact --> 既知のオープンアクションは公式記録上 
医療法人社団 恒一会 かえで総合病院,report_pack,data/processed/share/share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/05.会議/報告資料/報告資料_2025-09-16.docx.md,報告資料_2025-09-16.docx.md,M02,2025-09-16,1,False,True,False,True,# Word Markdown: 報告資料_2025-09-16.docx ## Source - raw_path: `share/共有ドライブ/プロジェクト/医療法人社団 恒一会 かえで総合病院/05.会議/報告資料/報告資料_2025-09-16.docx` - source_sha1: `1ee371126fa3b54feba9a916ae7a235dd627f53f` - paragraph_count: 99 - table_count: 0 - image_count: 0 ## Body <!-- block_index=1 type=paragraph style=Heading 1 --> ## 分析進捗報告書 <!-- block_index=2 type=paragraph style=Heading 2 --> ## 1. 報告サマリー <!-- block_index=3 type=paragraph style=Compact --> チェックポイント: M02(中間レビュー) <!-- block_index=4 type=paragraph style=Compact --> 会議日: 2025-09-16 <!-- block_index=5 type=paragraph style=Compact --> 報告対象期間: 2025-09-02 ~ 2025-09-16 <!-- block_index=6 type=paragraph style=Compact --> 本報告の分析段階: interim(中間) — 本中間段階では Report facts JSON.analysis.checkpoint_stage に従い、visible_trials(trial_index 1〜5)で公開された実験結果のみを引用しています。最終的なチャンピオンモデルや最終スコアは本中間報告では扱いません。 <!-- block_index=7 type=paragraph style=Compact --> 主要現状要約: <!-- block_index=8 type=paragraph style=Compact --> 初期の線形系ベースライン系列の比較試行(visible trials = 5)を実施し、trial_index=4(T04: threshold_tuned_linear)が現在のベスト(可視領域)として確認されています。 <!-- block_index=9 type=paragraph style=Compact --> モデル評価(可視領域)は f1_macro を主指標とし、T04 の f1_macro = 0.7329671168078127、accuracy = 0.735714285714285
医療法人社団 蒼樹会 みなみ野女性医療センター,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/05.会議/会議録/会議録_2025-04-03.pdf.md,会議録_2025-04-03.pdf.md,,2025-04-03,1,False,False,False,False,[no text extracted]
医療法人社団 蒼樹会 みなみ野女性医療センター,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/05.会議/会議録/会議録_2025-04-03.pdf.md,会議録_2025-04-03.pdf.md,,2025-04-03,2,False,False,False,False,[no text extracted]
医療法人社団 蒼樹会 みなみ野女性医療センター,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/05.会議/会議録/会議録_2025-04-03.pdf.md,会議録_2025-04-03.pdf.md,,2025-04-03,3,False,False,False,False,[no text extracted]
医療法人社団 蒼樹会 みなみ野女性医療センター,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/05.会議/会議録/会議録_2025-04-03.pdf.md,会議録_2025-04-03.pdf.md,,2025-04-03,4,False,False,False,False,[no text extracted]
医療法人社団 蒼樹会 みなみ野女性医療センター,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/05.会議/会議録/会議録_2025-04-03.pdf.md,会議録_2025-04-03.pdf.md,,2025-04-03,5,False,False,False,False,[no text extracted]
医療法人社団 蒼樹会 みなみ野女性医療センター,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/05.会議/会議録/会議録_2025-04-03.pdf.md,会議録_2025-04-03.pdf.md,,2025-04-03,6,False,False,False,False,[no text extracted]
医療法人社団 蒼樹会 みなみ野女性医療センター,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/05.会議/会議録/会議録_2025-04-24.pdf.md,会議録_2025-04-24.pdf.md,,2025-04-24,1,False,False,False,False,[no text extracted]
医療法人社団 蒼樹会 みなみ野女性医療センター,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/05.会議/会議録/会議録_2025-04-24.pdf.md,会議録_2025-04-24.pdf.md,,2025-04-24,2,False,False,False,False,[no text extracted]
医療法人社団 蒼樹会 みなみ野女性医療センター,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/05.会議/会議録/会議録_2025-04-24.pdf.md,会議録_2025-04-24.pdf.md,,2025-04-24,3,False,False,False,False,[no text extracted]
医療法人社団 蒼樹会 みなみ野女性医療センター,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/05.会議/会議録/会議録_2025-04-24.pdf.md,会議録_2025-04-24.pdf.md,,2025-04-24,4,False,False,False,False,[no text extracted]
医療法人社団 蒼樹会 みなみ野女性医療センター,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/05.会議/会議録/会議録_2025-04-24.pdf.md,会議録_2025-04-24.pdf.md,,2025-04-24,5,False,False,False,False,[no text extracted]
医療法人社団 蒼樹会 みなみ野女性医療センター,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/05.会議/会議録/会議録_2025-04-24.pdf.md,会議録_2025-04-24.pdf.md,,2025-04-24,6,False,False,False,False,[no text extracted]
医療法人社団 蒼樹会 みなみ野女性医療センター,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/05.会議/会議録/会議録_2025-05-15.pdf.md,会議録_2025-05-15.pdf.md,,2025-05-15,1,False,False,False,False,[no text extracted]
医療法人社団 蒼樹会 みなみ野女性医療センター,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/05.会議/会議録/会議録_2025-05-15.pdf.md,会議録_2025-05-15.pdf.md,,2025-05-15,2,False,False,False,False,[no text extracted]
医療法人社団 蒼樹会 みなみ野女性医療センター,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/05.会議/会議録/会議録_2025-05-15.pdf.md,会議録_2025-05-15.pdf.md,,2025-05-15,3,False,False,False,False,[no text extracted]
医療法人社団 蒼樹会 みなみ野女性医療センター,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/05.会議/会議録/会議録_2025-05-15.pdf.md,会議録_2025-05-15.pdf.md,,2025-05-15,4,False,False,False,False,[no text extracted]
医療法人社団 蒼樹会 みなみ野女性医療センター,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/05.会議/会議録/会議録_2025-05-15.pdf.md,会議録_2025-05-15.pdf.md,,2025-05-15,5,False,False,False,False,[no text extracted]
医療法人社団 蒼樹会 みなみ野女性医療センター,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/05.会議/会議録/会議録_2025-05-15.pdf.md,会議録_2025-05-15.pdf.md,,2025-05-15,6,False,False,False,False,[no text extracted]
医療法人社団 蒼樹会 みなみ野女性医療センター,report_pack,data/processed/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/05.会議/報告資料/報告資料_2025-04-03.pdf.md,報告資料_2025-04-03.pdf.md,,2025-04-03,1,False,False,False,False,[no text extracted]
医療法人社団 蒼樹会 みなみ野女性医療センター,report_pack,data/processed/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/05.会議/報告資料/報告資料_2025-04-03.pdf.md,報告資料_2025-04-03.pdf.md,,2025-04-03,2,False,False,False,False,[no text extracted]
医療法人社団 蒼樹会 みなみ野女性医療センター,report_pack,data/processed/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/05.会議/報告資料/報告資料_2025-04-03.pdf.md,報告資料_2025-04-03.pdf.md,,2025-04-03,3,False,False,False,False,[no text extracted]
医療法人社団 蒼樹会 みなみ野女性医療センター,report_pack,data/processed/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/05.会議/報告資料/報告資料_2025-04-03.pdf.md,報告資料_2025-04-03.pdf.md,,2025-04-03,4,False,False,False,False,[no text extracted]
医療法人社団 蒼樹会 みなみ野女性医療センター,report_pack,data/processed/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/05.会議/報告資料/報告資料_2025-04-03.pdf.md,報告資料_2025-04-03.pdf.md,,2025-04-03,5,False,False,False,False,[no text extracted]
医療法人社団 蒼樹会 みなみ野女性医療センター,report_pack,data/processed/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/05.会議/報告資料/報告資料_2025-04-24.pdf.md,報告資料_2025-04-24.pdf.md,,2025-04-24,1,False,False,False,False,[no text extracted]
医療法人社団 蒼樹会 みなみ野女性医療センター,report_pack,data/processed/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/05.会議/報告資料/報告資料_2025-04-24.pdf.md,報告資料_2025-04-24.pdf.md,,2025-04-24,2,False,False,False,False,[no text extracted]
医療法人社団 蒼樹会 みなみ野女性医療センター,report_pack,data/processed/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/05.会議/報告資料/報告資料_2025-04-24.pdf.md,報告資料_2025-04-24.pdf.md,,2025-04-24,3,False,False,False,False,[no text extracted]
医療法人社団 蒼樹会 みなみ野女性医療センター,report_pack,data/processed/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/05.会議/報告資料/報告資料_2025-04-24.pdf.md,報告資料_2025-04-24.pdf.md,,2025-04-24,4,False,False,False,False,[no text extracted]
医療法人社団 蒼樹会 みなみ野女性医療センター,report_pack,data/processed/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/05.会議/報告資料/報告資料_2025-04-24.pdf.md,報告資料_2025-04-24.pdf.md,,2025-04-24,5,False,False,False,False,[no text extracted]
医療法人社団 蒼樹会 みなみ野女性医療センター,report_pack,data/processed/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/05.会議/報告資料/報告資料_2025-04-24.pdf.md,報告資料_2025-04-24.pdf.md,,2025-04-24,6,False,False,False,False,[no text extracted]
医療法人社団 蒼泉会 ひがし丘総合病院,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/05.会議/会議録/会議録_2025-07-08.docx.md,会議録_2025-07-08.docx.md,M01,2025-07-08,1,True,False,False,True,# Word Markdown: 会議録_2025-07-08.docx ## Source - raw_path: `share/共有ドライブ/プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/05.会議/会議録/会議録_2025-07-08.docx` - source_sha1: `7fdc50ba1f02261d7118577aba8ff9420e80afec` - paragraph_count: 134 - table_count: 1 - image_count: 0 ## Body <!-- block_index=1 type=paragraph style=Heading 1 --> ## 会議録 <!-- block_index=2 type=paragraph style=Heading 2 --> ## 1. 会議情報 <!-- block_index=3 type=paragraph style=Compact --> **会議ID**: M01 <!-- block_index=4 type=paragraph style=Compact --> **会議種別**: キックオフ <!-- block_index=5 type=paragraph style=Compact --> **開催日**: 2025-07-08 <!-- block_index=6 type=paragraph style=Compact --> **目的**: プロジェクト開始時点で目的変数 charges の定義、対象範囲、5週間の進行計画、会議運営、医療データ取扱い上の留意点を確認し、分析着手条件をそろえる <!-- block_index=7 type=paragraph style=Compact --> **出席者**: <!-- block_index=8 type=paragraph style=Compact --> **クライアント** <!-- block_index=9 type=paragraph style=Compact --> 宮本 恒一 課長(医療法人社団 蒼泉会 ひがし丘総合病院 / 医療情報部 データ戦略推進課) <!-- block_index=10 type=paragraph style=Compact --> TODO(クライアント主担当以外の参加者名) <!-- block_index=11 type=paragraph style=Compact --> **ベンダー** <!-- block_index=12 type=paragraph style=Compact --> 加藤 大輔(PM) <!-- block_index=13 type=paragraph style=Compact --> 
医療法人社団 蒼泉会 ひがし丘総合病院,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/05.会議/会議録/会議録_2025-07-22.docx.md,会議録_2025-07-22.docx.md,M02,2025-07-22,1,True,False,False,True,# Word Markdown: 会議録_2025-07-22.docx ## Source - raw_path: `share/共有ドライブ/プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/05.会議/会議録/会議録_2025-07-22.docx` - source_sha1: `32c62a2a403c50e99caa50a328903856d05294d6` - paragraph_count: 127 - table_count: 1 - image_count: 0 ## Body <!-- block_index=1 type=paragraph style=Heading 1 --> ## 会議録 <!-- block_index=2 type=paragraph style=Heading 2 --> ## 1. 会議情報 <!-- block_index=3 type=paragraph style=Compact --> **会議ID**: M02 <!-- block_index=4 type=paragraph style=Compact --> **会議種別**: 中間報告 <!-- block_index=5 type=paragraph style=Compact --> **開催日**: 2025-07-22 <!-- block_index=6 type=paragraph style=Compact --> **目的**: 3週目マイルストーンとして、基礎集計、クラス不均衡の確認、初期モデル結果、重要変数の暫定傾向、高価格帯候補群の特徴仮説を共有し、最終化に向けた分析方針を固める <!-- block_index=7 type=paragraph style=Compact --> **出席者**: <!-- block_index=8 type=paragraph style=Compact --> **クライアント** <!-- block_index=9 type=paragraph style=Compact --> 宮本 恒一 課長(医療法人社団 蒼泉会 ひがし丘総合病院 / 医療情報部 データ戦略推進課) <!-- block_index=10 type=paragraph style=Compact --> TODO(必要に応じ主管部署レビュー参加者名) <!-- block_index=11 type=paragraph style=Compact --> **ベンダー** <!-- block_index=12 type=paragraph style=Compact --> 加藤 大輔(PM) <!-- block_index=13 type=paragraph style=Compact -
医療法人社団 蒼泉会 ひがし丘総合病院,meeting_minutes,data/processed/share/share/共有ドライブ/プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/05.会議/会議録/会議録_2025-08-05.docx.md,会議録_2025-08-05.docx.md,M03,2025-08-05,1,True,False,False,True,# Word Markdown: 会議録_2025-08-05.docx ## Source - raw_path: `share/共有ドライブ/プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/05.会議/会議録/会議録_2025-08-05.docx` - source_sha1: `832654795d204c77b49b6a3a1265b8c58029ddc7` - paragraph_count: 144 - table_count: 1 - image_count: 0 ## Body <!-- block_index=1 type=paragraph style=Heading 1 --> ## 会議録 <!-- block_index=2 type=paragraph style=Heading 2 --> ## 1. 会議情報 <!-- block_index=3 type=paragraph style=Compact --> **会議ID**: M03 <!-- block_index=4 type=paragraph style=Compact --> **会議種別**: 最終報告 <!-- block_index=5 type=paragraph style=Compact --> **開催日**: 2025-08-05 <!-- block_index=6 type=paragraph style=Compact --> **目的**: 5週目の完了ゲートとして、charges 3クラス分類の最終評価、重要変数、価格帯セグメント定義、高価格帯関連要因、再現可能な分析手順、制約と次フェーズ示唆を報告する <!-- block_index=7 type=paragraph style=Compact --> **出席者**: <!-- block_index=8 type=paragraph style=Compact --> **クライアント** <!-- block_index=9 type=paragraph style=Compact --> 宮本 恒一 課長(医療法人社団 蒼泉会 ひがし丘総合病院 / 医療情報部 データ戦略推進課) <!-- block_index=10 type=paragraph style=Compact --> TODO(医療情報部関係者名) <!-- block_index=11 type=paragraph style=Compact --> **ベンダー** <!-- block_index=12 type=paragraph style=Compact --> 山田 直樹(エグゼクティブスポンサー) <!-- block_index=13 type=paragraph style=Com
